"","site_id","site_name","latitude","longitude","elevation_in_meters","state","species_id","genus","species","common_name","kingdom","individual_id","phenophase_id","phenophase_category","phenophase_description","first_yes_year","first_yes_month","first_yes_day","first_yes_doy","first_yes_julian_date","numdays_since_prior_no","last_yes_year","last_yes_month","last_yes_day","last_yes_doy","last_yes_julian_date","numdays_until_next_no","observed_status_conflict_flag","gdd","gddf","tmax_winter","tmax_spring","tmax_summer","tmax_fall","tmax","tmaxf","tmin_winter","tmin_spring","tmin_summer","tmin_fall","tmin","tminf","prcp_winter","prcp_spring","prcp_summer","prcp_fall","prcp","acc_prcp","daylength"
"274",10637,"yard",39.035671,-84.394653,149,"KY",202,"Echinacea","purpurea","eastern purple coneflower","Plantae",41944,488,"Leaves","Leaves (forbs)",2013,4,11,101,2456394,-9999,2013,6,2,153,2456446,-9999,"-9999",369,664.2,7.2,17.15,28.64,18.57,24,75.2,-2.56,5.2,17.06,6.17,13.5,56.3,230,253,367,186,0,184,46310
"275",10637,"yard",39.035671,-84.394653,149,"KY",202,"Echinacea","purpurea","eastern purple coneflower","Plantae",41945,482,"Leaves","Initial growth (forbs)",2013,4,11,101,2456394,-9999,2013,5,6,126,2456419,16,"-9999",369,664.2,7.2,17.15,28.64,18.57,24,75.2,-2.56,5.2,17.06,6.17,13.5,56.3,230,253,367,186,0,184,46310
"276",10637,"yard",39.035671,-84.394653,149,"KY",202,"Echinacea","purpurea","eastern purple coneflower","Plantae",41945,482,"Leaves","Initial growth (forbs)",2013,6,2,153,2456446,11,2013,6,2,153,2456446,-9999,"-9999",1227.75,2209.95,7.2,17.15,28.64,18.57,27,80.6,-2.56,5.2,17.06,6.17,17.5,63.5,230,253,367,186,0,364,52531
"277",10637,"yard",39.035671,-84.394653,149,"KY",202,"Echinacea","purpurea","eastern purple coneflower","Plantae",41945,488,"Leaves","Leaves (forbs)",2013,4,11,101,2456394,-9999,2013,6,2,153,2456446,-9999,"-9999",369,664.2,7.2,17.15,28.64,18.57,24,75.2,-2.56,5.2,17.06,6.17,13.5,56.3,230,253,367,186,0,184,46310
"278",10835,"please remove this site",41.430107,-81.152695,329,"OH",202,"Echinacea","purpurea","eastern purple coneflower","Plantae",43025,500,"Flowers","Flowers or flower buds",2013,6,26,177,2456470,-9999,2013,6,26,177,2456470,-9999,"-9999",1341.25,2414.25,2.91,13.45,25.59,15.1,30,86,-4.95,2.51,15.2,5.07,19,66.2,291,231,464,418,26,530,53914
"279",10835,"please remove this site",41.430107,-81.152695,329,"OH",202,"Echinacea","purpurea","eastern purple coneflower","Plantae",43025,501,"Flowers","Open flowers",2013,6,26,177,2456470,-9999,2013,6,26,177,2456470,-9999,"-9999",1341.25,2414.25,2.91,13.45,25.59,15.1,30,86,-4.95,2.51,15.2,5.07,19,66.2,291,231,464,418,26,530,53914
"280",10936,"JB Butterfly Garden",38.802597,-76.691757,17,"MD",202,"Echinacea","purpurea","eastern purple coneflower","Plantae",43656,488,"Leaves","Leaves (forbs)",2013,5,22,142,2456435,-9999,2013,9,19,262,2456555,-9999,"-9999",1124,2023.2,8.41,17.33,28.86,19.17,28.5,83.3,-0.39,6.59,19.64,8.82,20,68,227,240,450,317,0,349,51494
"281",10936,"JB Butterfly Garden",38.802597,-76.691757,17,"MD",202,"Echinacea","purpurea","eastern purple coneflower","Plantae",43656,500,"Flowers","Flowers or flower buds",2013,5,22,142,2456435,-9999,2013,8,30,242,2456535,4,"-9999",1124,2023.2,8.41,17.33,28.86,19.17,28.5,83.3,-0.39,6.59,19.64,8.82,20,68,227,240,450,317,0,349,51494
"282",10936,"JB Butterfly Garden",38.802597,-76.691757,17,"MD",202,"Echinacea","purpurea","eastern purple coneflower","Plantae",43656,501,"Flowers","Open flowers",2013,5,22,142,2456435,-9999,2013,8,30,242,2456535,4,"-9999",1124,2023.2,8.41,17.33,28.86,19.17,28.5,83.3,-0.39,6.59,19.64,8.82,20,68,227,240,450,317,0,349,51494
"283",10983,"Phenology Garden",41.464195,-81.797302,231,"OH",202,"Echinacea","purpurea","eastern purple coneflower","Plantae",43720,488,"Leaves","Leaves (forbs)",2013,5,20,140,2456433,-9999,2013,5,20,140,2456433,-9999,"-9999",722.5,1300.5,3.66,13.85,25.99,15.7,28,82.4,-3.58,3.88,16.96,6.65,17.5,63.5,228,212,377,480,0,308,52186
"284",10983,"Phenology Garden",41.464195,-81.797302,231,"OH",202,"Echinacea","purpurea","eastern purple coneflower","Plantae",43720,500,"Flowers","Flowers or flower buds",2013,5,27,147,2456440,-9999,2013,5,27,147,2456440,-9999,"-9999",827.25,1489.05,3.66,13.85,25.99,15.7,16,60.8,-3.58,3.88,16.96,6.65,5,41,228,212,377,480,1,331,52877
"285",10983,"Phenology Garden",41.464195,-81.797302,231,"OH",202,"Echinacea","purpurea","eastern purple coneflower","Plantae",43720,501,"Flowers","Open flowers",2013,6,5,156,2456449,-9999,2013,6,5,156,2456449,-9999,"-9999",1004.25,1807.65,3.66,13.85,25.99,15.7,20.5,68.9,-3.58,3.88,16.96,6.65,10,50,228,212,377,480,0,390,53568
"286",549,"PPN_9339912",39.67981,-83.931152,278,"OH",202,"Echinacea","purpurea","eastern purple coneflower","Plantae",44752,500,"Flowers","Flowers or flower buds",2013,7,2,183,2456476,-9999,2013,7,2,183,2456476,-9999,"-9999",1748,3146.4,5.04,15.71,27.4,17.21,25.5,77.9,-3.54,4.86,16.54,5.32,18,64.4,278,351,356,204,1,637,53222
"287",9483,"WNC Nature Center",35.57608,-82.496262,631,"NC",202,"Echinacea","purpurea","eastern purple coneflower","Plantae",46107,482,"Leaves","Initial growth (forbs)",2013,8,1,213,2456506,14,2013,8,1,213,2456506,-9999,"-9999",2676.5,4817.7,10.85,17.44,27.16,19.45,25.5,77.9,-0.58,4.83,16.68,6.05,18,64.4,390,378,583,216,3,1176,49766
"288",9483,"WNC Nature Center",35.57608,-82.496262,631,"NC",202,"Echinacea","purpurea","eastern purple coneflower","Plantae",46107,488,"Leaves","Leaves (forbs)",2013,7,18,199,2456492,-9999,2013,8,1,213,2456506,-9999,"-9999",2361,4249.8,10.85,17.44,27.16,19.45,30.5,86.9,-0.58,4.83,16.68,6.05,18.5,65.3,390,378,583,216,12,1135,50803
"289",9483,"WNC Nature Center",35.57608,-82.496262,631,"NC",202,"Echinacea","purpurea","eastern purple coneflower","Plantae",46107,500,"Flowers","Flowers or flower buds",2013,7,18,199,2456492,-9999,2013,8,1,213,2456506,-9999,"-9999",2361,4249.8,10.85,17.44,27.16,19.45,30.5,86.9,-0.58,4.83,16.68,6.05,18.5,65.3,390,378,583,216,12,1135,50803
"290",9483,"WNC Nature Center",35.57608,-82.496262,631,"NC",202,"Echinacea","purpurea","eastern purple coneflower","Plantae",46107,501,"Flowers","Open flowers",2013,7,18,199,2456492,-9999,2013,8,1,213,2456506,-9999,"-9999",2361,4249.8,10.85,17.44,27.16,19.45,30.5,86.9,-0.58,4.83,16.68,6.05,18.5,65.3,390,378,583,216,12,1135,50803
"291",10753,"leibsc nature center",41.640732,-82.831177,184,"OH",202,"Echinacea","purpurea","eastern purple coneflower","Plantae",64237,482,"Leaves","Initial growth (forbs)",2013,7,13,194,2456487,-9999,2013,7,13,194,2456487,-9999,"-9999",1791.75,3225.15,3.28,13.2,25.93,15.77,26.5,79.7,-3.68,4,17.41,6.76,18.5,65.3,296,153,375,330,0,564,53222
"292",10753,"leibsc nature center",41.640732,-82.831177,184,"OH",202,"Echinacea","purpurea","eastern purple coneflower","Plantae",64237,488,"Leaves","Leaves (forbs)",2013,7,13,194,2456487,-9999,2013,7,13,194,2456487,-9999,"-9999",1791.75,3225.15,3.28,13.2,25.93,15.77,26.5,79.7,-3.68,4,17.41,6.76,18.5,65.3,296,153,375,330,0,564,53222
"293",10753,"leibsc nature center",41.640732,-82.831177,184,"OH",202,"Echinacea","purpurea","eastern purple coneflower","Plantae",64237,500,"Flowers","Flowers or flower buds",2013,7,13,194,2456487,-9999,2013,7,13,194,2456487,-9999,"-9999",1791.75,3225.15,3.28,13.2,25.93,15.77,26.5,79.7,-3.68,4,17.41,6.76,18.5,65.3,296,153,375,330,0,564,53222
"294",10753,"leibsc nature center",41.640732,-82.831177,184,"OH",202,"Echinacea","purpurea","eastern purple coneflower","Plantae",64237,501,"Flowers","Open flowers",2013,7,13,194,2456487,-9999,2013,7,13,194,2456487,-9999,"-9999",1791.75,3225.15,3.28,13.2,25.93,15.77,26.5,79.7,-3.68,4,17.41,6.76,18.5,65.3,296,153,375,330,0,564,53222
"295",1476,"home",34.750793,-82.344971,252,"SC",202,"Echinacea","purpurea","eastern purple coneflower","Plantae",2520,482,"Leaves","Initial growth (forbs)",2014,3,23,82,2456740,-9999,2014,5,5,125,2456783,-9999,"-9999",543,977.4,12.27,22.51,30.67,22.18,19.5,67.1,0.03,8.6,19.36,10.36,5.5,41.9,333,340,406,237,0,252,43200
"296",1476,"home",34.750793,-82.344971,252,"SC",202,"Echinacea","purpurea","eastern purple coneflower","Plantae",2520,488,"Leaves","Leaves (forbs)",2014,3,23,82,2456740,-9999,2014,5,5,125,2456783,-9999,"-9999",543,977.4,12.27,22.51,30.67,22.18,19.5,67.1,0.03,8.6,19.36,10.36,5.5,41.9,333,340,406,237,0,252,43200
"297",1476,"home",34.750793,-82.344971,252,"SC",202,"Echinacea","purpurea","eastern purple coneflower","Plantae",2520,500,"Flowers","Flowers or flower buds",2014,4,14,104,2456762,2,2014,5,5,125,2456783,-9999,"-9999",849.5,1529.1,12.27,22.51,30.67,22.18,25,77,0.03,8.6,19.36,10.36,14.5,58.1,333,340,406,237,0,346,46310
"298",1447,"Home",42.176537,-85.892448,230,"MI",202,"Echinacea","purpurea","eastern purple coneflower","Plantae",2713,482,"Leaves","Initial growth (forbs)",2014,4,24,114,2456772,11,2014,5,10,130,2456788,-9999,"-9999",232.25,418.05,-2.27,12.96,26.07,16.2,14,57.2,-10.62,0.66,14.45,5.61,4,39.2,221,172,352,262,0,236,48730
"299",1447,"Home",42.176537,-85.892448,230,"MI",202,"Echinacea","purpurea","eastern purple coneflower","Plantae",2713,488,"Leaves","Leaves (forbs)",2014,4,24,114,2456772,11,2014,4,24,114,2456772,16,"-9999",232.25,418.05,-2.27,12.96,26.07,16.2,14,57.2,-10.62,0.66,14.45,5.61,4,39.2,221,172,352,262,0,236,48730
"300",1784,"backyard",39.147102,-84.380188,176,"OH",202,"Echinacea","purpurea","eastern purple coneflower","Plantae",3419,488,"Leaves","Leaves (forbs)",2014,7,4,185,2456843,142,2014,7,4,185,2456843,-9999,"-9999",1917,3450.6,3.4,18.16,28.56,18.7,26,78.8,-7.2,4.71,16.78,6.46,10.5,50.9,242,350,270,294,0,620,52877
"301",1784,"backyard",39.147102,-84.380188,176,"OH",202,"Echinacea","purpurea","eastern purple coneflower","Plantae",3419,500,"Flowers","Flowers or flower buds",2014,7,4,185,2456843,142,2014,7,4,185,2456843,-9999,"-9999",1917,3450.6,3.4,18.16,28.56,18.7,26,78.8,-7.2,4.71,16.78,6.46,10.5,50.9,242,350,270,294,0,620,52877
"302",1784,"backyard",39.147102,-84.380188,176,"OH",202,"Echinacea","purpurea","eastern purple coneflower","Plantae",3419,501,"Flowers","Open flowers",2014,7,4,185,2456843,142,2014,7,4,185,2456843,-9999,"-9999",1917,3450.6,3.4,18.16,28.56,18.7,26,78.8,-7.2,4.71,16.78,6.46,10.5,50.9,242,350,270,294,0,620,52877
"303",1784,"backyard",39.147102,-84.380188,176,"OH",202,"Echinacea","purpurea","eastern purple coneflower","Plantae",3422,488,"Leaves","Leaves (forbs)",2014,7,4,185,2456843,142,2014,7,4,185,2456843,-9999,"-9999",1917,3450.6,3.4,18.16,28.56,18.7,26,78.8,-7.2,4.71,16.78,6.46,10.5,50.9,242,350,270,294,0,620,52877
"304",2772,"My holler",36.440838,-84.323586,383,"TN",202,"Echinacea","purpurea","eastern purple coneflower","Plantae",11968,390,"Fruits","Ripe fruits",2014,8,18,230,2456888,2,2014,11,18,322,2456980,3,"-9999",3065,5517,7.18,20.07,28.2,19.43,26.5,79.7,-4.6,5.55,16.67,7.14,18.5,65.3,488,416,454,267,22,1069,47693
"305",2772,"My holler",36.440838,-84.323586,383,"TN",202,"Echinacea","purpurea","eastern purple coneflower","Plantae",11968,482,"Leaves","Initial growth (forbs)",2014,4,5,95,2456753,1,2014,4,6,96,2456754,3,"-9999",406,730.8,7.18,20.07,28.2,19.43,17,62.6,-4.6,5.55,16.67,7.14,4,39.2,488,416,454,267,15,437,45274
"306",2772,"My holler",36.440838,-84.323586,383,"TN",202,"Echinacea","purpurea","eastern purple coneflower","Plantae",11968,488,"Leaves","Leaves (forbs)",2014,4,9,99,2456757,3,2014,9,25,268,2456926,2,"-9999",449.25,808.65,7.18,20.07,28.2,19.43,16.5,61.7,-4.6,5.55,16.67,7.14,6,42.8,488,416,454,267,5,460,45619
"307",2772,"My holler",36.440838,-84.323586,383,"TN",202,"Echinacea","purpurea","eastern purple coneflower","Plantae",11968,488,"Leaves","Leaves (forbs)",2014,9,28,271,2456929,1,2014,10,20,293,2456951,4,"-9999",3949,7108.2,7.18,20.07,28.2,19.43,25.5,77.9,-4.6,5.55,16.67,7.14,14.5,58.1,488,416,454,267,0,1218,42163
"308",2772,"My holler",36.440838,-84.323586,383,"TN",202,"Echinacea","purpurea","eastern purple coneflower","Plantae",11968,500,"Flowers","Flowers or flower buds",2014,6,9,160,2456818,1,2014,9,10,253,2456911,4,"-9999",1509.75,2717.55,7.18,20.07,28.2,19.43,25.5,77.9,-4.6,5.55,16.67,7.14,13.5,56.3,488,416,454,267,0,690,51840
"309",2772,"My holler",36.440838,-84.323586,383,"TN",202,"Echinacea","purpurea","eastern purple coneflower","Plantae",11968,501,"Flowers","Open flowers",2014,7,10,191,2456849,3,2014,9,10,253,2456911,4,"-9999",2221.75,3999.15,7.18,20.07,28.2,19.43,28.5,83.3,-4.6,5.55,16.67,7.14,17.5,63.5,488,416,454,267,8,794,51494
"310",2772,"My holler",36.440838,-84.323586,383,"TN",202,"Echinacea","purpurea","eastern purple coneflower","Plantae",11968,516,"Fruits","Fruits",2014,7,22,203,2456861,1,2014,11,18,322,2456980,3,"-9999",2483.25,4469.85,7.18,20.07,28.2,19.43,30,86,-4.6,5.55,16.67,7.14,19,66.2,488,416,454,267,0,856,50803
"311",6,"Stewardship Garden",43.040955,-76.212914,163,"NY",202,"Echinacea","purpurea","eastern purple coneflower","Plantae",12052,482,"Leaves","Initial growth (forbs)",2014,5,8,128,2456786,-9999,2014,5,8,128,2456786,7,"-9999",354,637.2,-0.52,12,25.96,15.46,20,68,-9.87,0.48,14.49,4.85,4.5,40.1,248,299,313,325,0,377,51149
"312",6,"Stewardship Garden",43.040955,-76.212914,163,"NY",202,"Echinacea","purpurea","eastern purple coneflower","Plantae",12052,488,"Leaves","Leaves (forbs)",2014,5,8,128,2456786,-9999,2014,5,15,135,2456793,-9999,"-9999",354,637.2,-0.52,12,25.96,15.46,20,68,-9.87,0.48,14.49,4.85,4.5,40.1,248,299,313,325,0,377,51149
"313",8882,"front yard",40.307625,-74.872864,114,"NJ",202,"Echinacea","purpurea","eastern purple coneflower","Plantae",34025,482,"Leaves","Initial growth (forbs)",2014,4,30,120,2456778,-9999,2014,4,30,120,2456778,-9999,"-9999",459.25,826.65,3.53,15.43,28.24,18.63,11,51.8,-6.53,3.55,16.2,6.47,5,41,363,392,271,203,44,450,49421
"314",8882,"front yard",40.307625,-74.872864,114,"NJ",202,"Echinacea","purpurea","eastern purple coneflower","Plantae",34025,488,"Leaves","Leaves (forbs)",2014,4,30,120,2456778,-9999,2014,4,30,120,2456778,-9999,"-9999",459.25,826.65,3.53,15.43,28.24,18.63,11,51.8,-6.53,3.55,16.2,6.47,5,41,363,392,271,203,44,450,49421
"315",10585,"MG Perennial Demo Garden",41.433689,-81.693153,220,"OH",202,"Echinacea","purpurea","eastern purple coneflower","Plantae",41715,390,"Fruits","Ripe fruits",2014,8,25,237,2456895,-9999,2014,9,25,268,2456926,-9999,"-9999",2719.75,4895.55,0.36,13.86,26.38,16.79,29,84.2,-8.36,2.82,16.35,7.03,18.5,65.3,191,274,404,236,0,760,47693
"316",10585,"MG Perennial Demo Garden",41.433689,-81.693153,220,"OH",202,"Echinacea","purpurea","eastern purple coneflower","Plantae",41715,482,"Leaves","Initial growth (forbs)",2014,4,24,114,2456772,-9999,2014,5,6,126,2456784,-9999,"-9999",325.5,585.9,0.36,13.86,26.38,16.79,11.5,52.7,-8.36,2.82,16.35,7.03,0.5,32.9,191,274,404,236,0,213,48730
"317",10585,"MG Perennial Demo Garden",41.433689,-81.693153,220,"OH",202,"Echinacea","purpurea","eastern purple coneflower","Plantae",41715,488,"Leaves","Leaves (forbs)",2014,4,24,114,2456772,-9999,2014,6,17,168,2456826,-9999,"-9999",325.5,585.9,0.36,13.86,26.38,16.79,11.5,52.7,-8.36,2.82,16.35,7.03,0.5,32.9,191,274,404,236,0,213,48730
"318",10585,"MG Perennial Demo Garden",41.433689,-81.693153,220,"OH",202,"Echinacea","purpurea","eastern purple coneflower","Plantae",41715,500,"Flowers","Flowers or flower buds",2014,6,9,160,2456818,6,2014,8,16,228,2456886,-9999,"-9999",1062,1911.6,0.36,13.86,26.38,16.79,21,69.8,-8.36,2.82,16.35,7.03,13.5,56.3,191,274,404,236,11,394,53568
"319",10585,"MG Perennial Demo Garden",41.433689,-81.693153,220,"OH",202,"Echinacea","purpurea","eastern purple coneflower","Plantae",41715,501,"Flowers","Open flowers",2014,7,7,188,2456846,6,2014,9,25,268,2456926,-9999,"-9999",1686.75,3036.15,0.36,13.86,26.38,16.79,28,82.4,-8.36,2.82,16.35,7.03,19.5,67.1,191,274,404,236,0,520,53568
"320",10585,"MG Perennial Demo Garden",41.433689,-81.693153,220,"OH",202,"Echinacea","purpurea","eastern purple coneflower","Plantae",41715,504,"Fruits","Recent fruit or seed drop",2014,9,9,252,2456910,7,2014,9,25,268,2456926,-9999,"-9999",3051.75,5493.15,0.36,13.86,26.38,16.79,25.5,77.9,-8.36,2.82,16.35,7.03,16,60.8,191,274,404,236,0,819,45274
"321",10585,"MG Perennial Demo Garden",41.433689,-81.693153,220,"OH",202,"Echinacea","purpurea","eastern purple coneflower","Plantae",41715,516,"Fruits","Fruits",2014,8,16,228,2456886,9,2014,9,25,268,2456926,-9999,"-9999",2515.75,4528.35,0.36,13.86,26.38,16.79,25,77,-8.36,2.82,16.35,7.03,11.5,52.7,191,274,404,236,0,730,49075
"322",10593,"AARS Phenology Garden",41.887054,-80.695976,223,"OH",202,"Echinacea","purpurea","eastern purple coneflower","Plantae",41738,482,"Leaves","Initial growth (forbs)",2014,4,21,111,2456769,3,2014,5,2,122,2456780,-9999,"-9999",250.5,450.9,-0.38,12.36,25.33,15.7,22.5,72.5,-9.28,1.25,15.13,6.26,7,44.6,266,250,404,344,0,265,48384
"323",10593,"AARS Phenology Garden",41.887054,-80.695976,223,"OH",202,"Echinacea","purpurea","eastern purple coneflower","Plantae",41738,488,"Leaves","Leaves (forbs)",2014,4,29,119,2456777,5,2014,5,30,150,2456808,-9999,"-9999",317,570.6,-0.38,12.36,25.33,15.7,16.5,61.7,-9.28,1.25,15.13,6.26,8.5,47.3,266,250,404,344,6,285,49421
"324",10593,"AARS Phenology Garden",41.887054,-80.695976,223,"OH",202,"Echinacea","purpurea","eastern purple coneflower","Plantae",41738,500,"Flowers","Flowers or flower buds",2014,5,13,133,2456791,4,2014,5,13,133,2456791,8,"-9999",506.5,911.7,-0.38,12.36,25.33,15.7,28,82.4,-9.28,1.25,15.13,6.26,17.5,63.5,266,250,404,344,6,332,51494
"325",10593,"AARS Phenology Garden",41.887054,-80.695976,223,"OH",202,"Echinacea","purpurea","eastern purple coneflower","Plantae",41738,500,"Flowers","Flowers or flower buds",2014,6,23,174,2456832,3,2014,7,14,195,2456853,22,"-9999",1221,2197.8,-0.38,12.36,25.33,15.7,28.5,83.3,-9.28,1.25,15.13,6.26,14,57.2,266,250,404,344,0,478,54259
"326",10593,"AARS Phenology Garden",41.887054,-80.695976,223,"OH",202,"Echinacea","purpurea","eastern purple coneflower","Plantae",41738,501,"Flowers","Open flowers",2014,5,15,135,2456793,2,2014,5,19,139,2456797,39,"-9999",546.75,984.15,-0.38,12.36,25.33,15.7,25,77,-9.28,1.25,15.13,6.26,12.5,54.5,266,250,404,344,17,357,51840
"327",10593,"AARS Phenology Garden",41.887054,-80.695976,223,"OH",202,"Echinacea","purpurea","eastern purple coneflower","Plantae",41738,501,"Flowers","Open flowers",2014,7,11,192,2456850,4,2014,8,5,217,2456875,-9999,"-9999",1612.75,2902.95,-0.38,12.36,25.33,15.7,25,77,-9.28,1.25,15.13,6.26,13,55.4,266,250,404,344,0,636,53568
"328",10832,"Fence Garden and Annex",40.291199,-81.873337,227,"OH",202,"Echinacea","purpurea","eastern purple coneflower","Plantae",43579,500,"Flowers","Flowers or flower buds",2014,6,25,176,2456834,-9999,2014,6,25,176,2456834,-9999,"-9999",1520.5,2736.9,1.81,16.27,27.23,17.36,29,84.2,-8.33,3.29,15.45,5.68,20,68,201,322,518,202,31,613,53568
"329",10832,"Fence Garden and Annex",40.291199,-81.873337,227,"OH",202,"Echinacea","purpurea","eastern purple coneflower","Plantae",43579,501,"Flowers","Open flowers",2014,6,25,176,2456834,-9999,2014,6,25,176,2456834,-9999,"-9999",1520.5,2736.9,1.81,16.27,27.23,17.36,29,84.2,-8.33,3.29,15.45,5.68,20,68,201,322,518,202,31,613,53568
"330",17069,"Hannan",30.468864,-90.182861,5,"LA",202,"Echinacea","purpurea","eastern purple coneflower","Plantae",65096,482,"Leaves","Initial growth (forbs)",2014,3,19,78,2456736,-9999,2014,5,13,133,2456791,-9999,"-9999",738.25,1328.85,15.67,24.02,32.07,26.03,20,68,2.84,12.09,21.8,13.96,5,41,395,603,558,289,0,332,42854
"331",17069,"Hannan",30.468864,-90.182861,5,"LA",202,"Echinacea","purpurea","eastern purple coneflower","Plantae",65096,488,"Leaves","Leaves (forbs)",2014,3,19,78,2456736,-9999,2014,5,13,133,2456791,-9999,"-9999",738.25,1328.85,15.67,24.02,32.07,26.03,20,68,2.84,12.09,21.8,13.96,5,41,395,603,558,289,0,332,42854
"332",17069,"Hannan",30.468864,-90.182861,5,"LA",202,"Echinacea","purpurea","eastern purple coneflower","Plantae",65096,500,"Flowers","Flowers or flower buds",2014,3,27,86,2456744,2,2014,3,27,86,2456744,12,"-9999",853,1535.4,15.67,24.02,32.07,26.03,16.5,61.7,2.84,12.09,21.8,13.96,6,42.8,395,603,558,289,0,332,43891
"333",17069,"Hannan",30.468864,-90.182861,5,"LA",202,"Echinacea","purpurea","eastern purple coneflower","Plantae",65096,501,"Flowers","Open flowers",2014,3,27,86,2456744,2,2014,3,27,86,2456744,12,"-9999",853,1535.4,15.67,24.02,32.07,26.03,16.5,61.7,2.84,12.09,21.8,13.96,6,42.8,395,603,558,289,0,332,43891
"334",17069,"Hannan",30.468864,-90.182861,5,"LA",202,"Echinacea","purpurea","eastern purple coneflower","Plantae",65157,482,"Leaves","Initial growth (forbs)",2014,3,19,78,2456736,-9999,2014,5,13,133,2456791,-9999,"-9999",738.25,1328.85,15.67,24.02,32.07,26.03,20,68,2.84,12.09,21.8,13.96,5,41,395,603,558,289,0,332,42854
"335",17069,"Hannan",30.468864,-90.182861,5,"LA",202,"Echinacea","purpurea","eastern purple coneflower","Plantae",65157,488,"Leaves","Leaves (forbs)",2014,3,19,78,2456736,-9999,2014,5,13,133,2456791,-9999,"-9999",738.25,1328.85,15.67,24.02,32.07,26.03,20,68,2.84,12.09,21.8,13.96,5,41,395,603,558,289,0,332,42854
"336",17069,"Hannan",30.468864,-90.182861,5,"LA",202,"Echinacea","purpurea","eastern purple coneflower","Plantae",65158,482,"Leaves","Initial growth (forbs)",2014,3,19,78,2456736,-9999,2014,5,13,133,2456791,-9999,"-9999",738.25,1328.85,15.67,24.02,32.07,26.03,20,68,2.84,12.09,21.8,13.96,5,41,395,603,558,289,0,332,42854
"337",17069,"Hannan",30.468864,-90.182861,5,"LA",202,"Echinacea","purpurea","eastern purple coneflower","Plantae",65158,488,"Leaves","Leaves (forbs)",2014,3,19,78,2456736,-9999,2014,5,13,133,2456791,-9999,"-9999",738.25,1328.85,15.67,24.02,32.07,26.03,20,68,2.84,12.09,21.8,13.96,5,41,395,603,558,289,0,332,42854
"338",17069,"Hannan",30.468864,-90.182861,5,"LA",202,"Echinacea","purpurea","eastern purple coneflower","Plantae",65159,482,"Leaves","Initial growth (forbs)",2014,3,19,78,2456736,-9999,2014,5,13,133,2456791,-9999,"-9999",738.25,1328.85,15.67,24.02,32.07,26.03,20,68,2.84,12.09,21.8,13.96,5,41,395,603,558,289,0,332,42854
"339",17069,"Hannan",30.468864,-90.182861,5,"LA",202,"Echinacea","purpurea","eastern purple coneflower","Plantae",65159,488,"Leaves","Leaves (forbs)",2014,3,19,78,2456736,-9999,2014,5,13,133,2456791,-9999,"-9999",738.25,1328.85,15.67,24.02,32.07,26.03,20,68,2.84,12.09,21.8,13.96,5,41,395,603,558,289,0,332,42854
"340",17069,"Hannan",30.468864,-90.182861,5,"LA",202,"Echinacea","purpurea","eastern purple coneflower","Plantae",65160,482,"Leaves","Initial growth (forbs)",2014,3,19,78,2456736,-9999,2014,5,13,133,2456791,-9999,"-9999",738.25,1328.85,15.67,24.02,32.07,26.03,20,68,2.84,12.09,21.8,13.96,5,41,395,603,558,289,0,332,42854
"341",17069,"Hannan",30.468864,-90.182861,5,"LA",202,"Echinacea","purpurea","eastern purple coneflower","Plantae",65160,488,"Leaves","Leaves (forbs)",2014,3,19,78,2456736,-9999,2014,5,13,133,2456791,-9999,"-9999",738.25,1328.85,15.67,24.02,32.07,26.03,20,68,2.84,12.09,21.8,13.96,5,41,395,603,558,289,0,332,42854
"342",18400,"Home",39.68478,-83.929649,283,"OH",202,"Echinacea","purpurea","eastern purple coneflower","Plantae",72662,482,"Leaves","Initial growth (forbs)",2014,8,4,216,2456874,-9999,2014,8,4,216,2456874,-9999,"-9999",2440.5,4392.9,1.46,16.52,27.32,17.71,28.5,83.3,-8.37,4,16.3,6.01,14,57.2,267,394,438,349,0,824,50458
"343",18400,"Home",39.68478,-83.929649,283,"OH",202,"Echinacea","purpurea","eastern purple coneflower","Plantae",72662,488,"Leaves","Leaves (forbs)",2014,8,4,216,2456874,-9999,2014,8,4,216,2456874,-9999,"-9999",2440.5,4392.9,1.46,16.52,27.32,17.71,28.5,83.3,-8.37,4,16.3,6.01,14,57.2,267,394,438,349,0,824,50458
"344",18400,"Home",39.68478,-83.929649,283,"OH",202,"Echinacea","purpurea","eastern purple coneflower","Plantae",72662,500,"Flowers","Flowers or flower buds",2014,8,4,216,2456874,-9999,2014,8,4,216,2456874,-9999,"-9999",2440.5,4392.9,1.46,16.52,27.32,17.71,28.5,83.3,-8.37,4,16.3,6.01,14,57.2,267,394,438,349,0,824,50458
"345",18400,"Home",39.68478,-83.929649,283,"OH",202,"Echinacea","purpurea","eastern purple coneflower","Plantae",72662,501,"Flowers","Open flowers",2014,8,4,216,2456874,-9999,2014,8,4,216,2456874,-9999,"-9999",2440.5,4392.9,1.46,16.52,27.32,17.71,28.5,83.3,-8.37,4,16.3,6.01,14,57.2,267,394,438,349,0,824,50458
"346",23069,"Walker Nature Center",38.92625,-77.341675,116,"VA",202,"Echinacea","purpurea","eastern purple coneflower","Plantae",110660,488,"Leaves","Leaves (forbs)",2014,5,27,147,2456805,-9999,2014,5,27,147,2456805,-9999,"-9999",1052.75,1894.95,5.51,17.09,28.69,18.98,30,86,-4.59,4.79,17.76,7.27,16,60.8,310,498,373,300,0,645,51840
