"","observation_id","observedby_person_id","update_datetime","site_id","latitude","longitude","elevation_in_meters","state","species_id","genus","species","common_name","kingdom","individual_id","phenophase_id","phenophase_description","observation_date","day_of_year","phenophase_status","intensity_category_id","intensity_value","abundance_value"
"400",8642578,4868,"2016-09-11 18:06:40",19661,32.386261,-94.875771,107,"TX",203,"Helianthus","annuus","common sunflower","Plantae",87703,501,"Open flowers","2016-08-28",241,0,50,"-9999",-9999
"401",8642739,4868,"2016-09-11 18:09:22",19661,32.386261,-94.875771,107,"TX",203,"Helianthus","annuus","common sunflower","Plantae",87703,501,"Open flowers","2016-08-31",244,0,50,"-9999",-9999
"402",8642899,4868,"2016-09-11 18:09:22",19661,32.386261,-94.875771,107,"TX",203,"Helianthus","annuus","common sunflower","Plantae",87703,501,"Open flowers","2016-09-04",248,0,50,"-9999",-9999
"403",8643059,4868,"2016-09-18 18:55:33",19661,32.386261,-94.875771,107,"TX",203,"Helianthus","annuus","common sunflower","Plantae",87703,501,"Open flowers","2016-09-07",251,0,50,"-9999",-9999
"404",8643219,4868,"2016-09-18 18:55:33",19661,32.386261,-94.875771,107,"TX",203,"Helianthus","annuus","common sunflower","Plantae",87703,501,"Open flowers","2016-09-11",255,0,50,"-9999",-9999
"405",8701997,4868,"2016-09-27 17:14:17",19661,32.386261,-94.875771,107,"TX",203,"Helianthus","annuus","common sunflower","Plantae",87703,501,"Open flowers","2016-09-14",258,0,50,"-9999",-9999
"406",8702157,4868,"2016-09-27 17:14:17",19661,32.386261,-94.875771,107,"TX",203,"Helianthus","annuus","common sunflower","Plantae",87703,501,"Open flowers","2016-09-18",262,0,50,"-9999",-9999
"407",8924721,4868,"2016-10-09 17:12:16",19661,32.386261,-94.875771,107,"TX",203,"Helianthus","annuus","common sunflower","Plantae",87703,501,"Open flowers","2016-09-21",265,0,50,"-9999",-9999
"408",8924881,4868,"2016-10-09 17:12:16",19661,32.386261,-94.875771,107,"TX",203,"Helianthus","annuus","common sunflower","Plantae",87703,501,"Open flowers","2016-09-25",269,0,50,"-9999",-9999
"409",9020892,4868,"2016-10-13 15:28:14",19661,32.386261,-94.875771,107,"TX",203,"Helianthus","annuus","common sunflower","Plantae",87703,501,"Open flowers","2016-09-28",272,0,50,"-9999",-9999
"410",9059496,4868,"2016-10-13 15:31:30",19661,32.386261,-94.875771,107,"TX",203,"Helianthus","annuus","common sunflower","Plantae",87703,501,"Open flowers","2016-10-02",276,0,50,"-9999",-9999
"411",9059656,4868,"2016-10-13 15:31:30",19661,32.386261,-94.875771,107,"TX",203,"Helianthus","annuus","common sunflower","Plantae",87703,501,"Open flowers","2016-10-05",279,0,50,"-9999",-9999
"412",9059816,4868,"2016-10-24 17:52:04",19661,32.386261,-94.875771,107,"TX",203,"Helianthus","annuus","common sunflower","Plantae",87703,501,"Open flowers","2016-10-09",283,0,50,"-9999",-9999
"413",9059976,4868,"2016-10-24 17:52:04",19661,32.386261,-94.875771,107,"TX",203,"Helianthus","annuus","common sunflower","Plantae",87703,501,"Open flowers","2016-10-12",286,0,50,"-9999",-9999
"414",9137949,4868,"2016-10-26 04:46:35",19661,32.386261,-94.875771,107,"TX",203,"Helianthus","annuus","common sunflower","Plantae",87703,501,"Open flowers","2016-10-16",290,0,50,"-9999",-9999
"415",9138109,4868,"2016-10-26 04:46:35",19661,32.386261,-94.875771,107,"TX",203,"Helianthus","annuus","common sunflower","Plantae",87703,501,"Open flowers","2016-10-19",293,0,50,"-9999",-9999
"416",9144759,4868,"2016-11-09 18:53:54",19661,32.386261,-94.875771,107,"TX",203,"Helianthus","annuus","common sunflower","Plantae",87703,501,"Open flowers","2016-10-23",297,0,50,"-9999",-9999
"417",9280733,4868,"2016-11-13 18:21:45",19661,32.386261,-94.875771,107,"TX",203,"Helianthus","annuus","common sunflower","Plantae",87703,501,"Open flowers","2016-11-06",311,0,50,"-9999",-9999
"418",9280893,4868,"2016-11-13 18:21:45",19661,32.386261,-94.875771,107,"TX",203,"Helianthus","annuus","common sunflower","Plantae",87703,501,"Open flowers","2016-11-09",314,1,50,"95% or more",-9999
"419",9309196,4868,"2016-11-17 20:27:45",19661,32.386261,-94.875771,107,"TX",203,"Helianthus","annuus","common sunflower","Plantae",87703,501,"Open flowers","2016-11-13",318,1,50,"95% or more",-9999
"420",9359630,4868,"2016-11-30 19:19:00",19661,32.386261,-94.875771,107,"TX",203,"Helianthus","annuus","common sunflower","Plantae",87703,501,"Open flowers","2016-11-16",321,1,50,"95% or more",-9999
"421",9448150,4868,"2016-11-30 19:34:55",19661,32.386261,-94.875771,107,"TX",203,"Helianthus","annuus","common sunflower","Plantae",87703,501,"Open flowers","2016-11-20",325,1,50,"95% or more",-9999
"422",9448310,4868,"2016-11-30 19:34:55",19661,32.386261,-94.875771,107,"TX",203,"Helianthus","annuus","common sunflower","Plantae",87703,501,"Open flowers","2016-11-27",332,1,50,"95% or more",-9999
"423",9449324,4868,"2016-12-04 16:49:32",19661,32.386261,-94.875771,107,"TX",203,"Helianthus","annuus","common sunflower","Plantae",87703,501,"Open flowers","2016-11-30",335,1,50,"95% or more",-9999
"424",9479963,4868,"2016-12-18 17:01:30",19661,32.386261,-94.875771,107,"TX",203,"Helianthus","annuus","common sunflower","Plantae",87703,501,"Open flowers","2016-12-04",339,1,50,"95% or more",-9999
"425",9553160,4868,"2016-12-18 17:01:31",19661,32.386261,-94.875771,107,"TX",203,"Helianthus","annuus","common sunflower","Plantae",87703,501,"Open flowers","2016-12-07",342,1,50,"95% or more",-9999
"426",9553320,4868,"2016-12-18 17:29:08",19661,32.386261,-94.875771,107,"TX",203,"Helianthus","annuus","common sunflower","Plantae",87703,501,"Open flowers","2016-12-11",346,1,50,"95% or more",-9999
"427",9554354,4868,"2017-01-01 17:51:29",19661,32.386261,-94.875771,107,"TX",203,"Helianthus","annuus","common sunflower","Plantae",87703,501,"Open flowers","2016-12-14",349,1,50,"95% or more",-9999
"428",9554513,4868,"2017-01-01 17:51:29",19661,32.386261,-94.875771,107,"TX",203,"Helianthus","annuus","common sunflower","Plantae",87703,501,"Open flowers","2016-12-18",353,0,50,"-9999",-9999
"429",8414295,23263,"-9999",16786,35.096119,-106.685783,1509,"NM",224,"Asclepias","speciosa","showy milkweed","Plantae",113630,501,"Open flowers","2016-08-08",221,0,-9999,"-9999",-9999
"430",8444052,23918,"2016-08-15 10:34:42",16786,35.096119,-106.685783,1509,"NM",224,"Asclepias","speciosa","showy milkweed","Plantae",113630,501,"Open flowers","2016-08-15",228,0,-9999,"-9999",-9999
"431",8546322,23263,"-9999",16786,35.096119,-106.685783,1509,"NM",224,"Asclepias","speciosa","showy milkweed","Plantae",113630,501,"Open flowers","2016-08-29",242,0,-9999,"-9999",-9999
"432",8557625,23918,"-9999",16786,35.096119,-106.685783,1509,"NM",224,"Asclepias","speciosa","showy milkweed","Plantae",113630,501,"Open flowers","2016-08-22",235,0,-9999,"-9999",-9999
"433",8592922,23263,"-9999",16786,35.096119,-106.685783,1509,"NM",224,"Asclepias","speciosa","showy milkweed","Plantae",113630,501,"Open flowers","2016-09-05",249,0,-9999,"-9999",-9999
"434",8650498,23918,"-9999",16786,35.096119,-106.685783,1509,"NM",224,"Asclepias","speciosa","showy milkweed","Plantae",113630,501,"Open flowers","2016-09-12",256,0,-9999,"-9999",-9999
"435",8707464,23918,"2016-09-19 11:06:39",16786,35.096119,-106.685783,1509,"NM",224,"Asclepias","speciosa","showy milkweed","Plantae",113630,501,"Open flowers","2016-09-19",263,0,-9999,"-9999",-9999
"436",9011545,23918,"2016-10-07 20:57:23",16786,35.096119,-106.685783,1509,"NM",224,"Asclepias","speciosa","showy milkweed","Plantae",113630,501,"Open flowers","2016-09-26",270,0,-9999,"-9999",-9999
"437",9011737,23918,"-9999",16786,35.096119,-106.685783,1509,"NM",224,"Asclepias","speciosa","showy milkweed","Plantae",113630,501,"Open flowers","2016-10-03",277,0,-9999,"-9999",-9999
"438",9024716,23918,"-9999",16786,35.096119,-106.685783,1509,"NM",224,"Asclepias","speciosa","showy milkweed","Plantae",113630,501,"Open flowers","2016-10-10",284,0,-9999,"-9999",-9999
"439",9082123,23918,"-9999",16786,35.096119,-106.685783,1509,"NM",224,"Asclepias","speciosa","showy milkweed","Plantae",113630,501,"Open flowers","2016-10-17",291,0,-9999,"-9999",-9999
"440",9131140,30171,"-9999",16786,35.096119,-106.685783,1509,"NM",224,"Asclepias","speciosa","showy milkweed","Plantae",113630,501,"Open flowers","2016-10-24",298,0,-9999,"-9999",-9999
"441",9188086,23263,"-9999",16786,35.096119,-106.685783,1509,"NM",224,"Asclepias","speciosa","showy milkweed","Plantae",113630,501,"Open flowers","2016-10-31",305,0,-9999,"-9999",-9999
"442",9257398,23918,"-9999",16786,35.096119,-106.685783,1509,"NM",224,"Asclepias","speciosa","showy milkweed","Plantae",113630,501,"Open flowers","2016-11-07",312,0,-9999,"-9999",-9999
"443",9312916,23918,"-9999",16786,35.096119,-106.685783,1509,"NM",224,"Asclepias","speciosa","showy milkweed","Plantae",113630,501,"Open flowers","2016-11-14",319,0,-9999,"-9999",-9999
"444",9389010,23263,"-9999",16786,35.096119,-106.685783,1509,"NM",224,"Asclepias","speciosa","showy milkweed","Plantae",113630,501,"Open flowers","2016-11-21",326,0,-9999,"-9999",-9999
"445",9424575,23263,"-9999",16786,35.096119,-106.685783,1509,"NM",224,"Asclepias","speciosa","showy milkweed","Plantae",113630,501,"Open flowers","2016-11-28",333,0,-9999,"-9999",-9999
"446",9483700,23918,"-9999",16786,35.096119,-106.685783,1509,"NM",224,"Asclepias","speciosa","showy milkweed","Plantae",113630,501,"Open flowers","2016-12-05",340,0,-9999,"-9999",-9999
"447",9528542,23918,"-9999",16786,35.096119,-106.685783,1509,"NM",224,"Asclepias","speciosa","showy milkweed","Plantae",113630,501,"Open flowers","2016-12-12",347,0,-9999,"-9999",-9999
"448",9560502,30171,"-9999",16786,35.096119,-106.685783,1509,"NM",224,"Asclepias","speciosa","showy milkweed","Plantae",113630,501,"Open flowers","2016-12-19",354,0,-9999,"-9999",-9999
"449",9579346,23263,"-9999",16786,35.096119,-106.685783,1509,"NM",224,"Asclepias","speciosa","showy milkweed","Plantae",113630,501,"Open flowers","2016-12-26",361,0,-9999,"-9999",-9999
"450",11599990,37512,"-9999",27474,29.784473,-90.114784,0,"LA",201,"Cephalanthus","occidentalis","common buttonbush","Plantae",141889,501,"Open flowers","2017-08-12",224,1,-9999,"-9999",-9999
"451",11776739,37512,"-9999",27474,29.784473,-90.114784,0,"LA",201,"Cephalanthus","occidentalis","common buttonbush","Plantae",141889,501,"Open flowers","2017-09-02",245,1,50,"5-24%",-9999
"452",11779112,37529,"2017-09-02 16:29:52",27474,29.784473,-90.114784,0,"LA",201,"Cephalanthus","occidentalis","common buttonbush","Plantae",141889,501,"Open flowers","2017-08-19",231,1,50,"25-49%",-9999
"453",11779178,37529,"2017-11-19 16:47:13",27474,29.784473,-90.114784,0,"LA",201,"Cephalanthus","occidentalis","common buttonbush","Plantae",141889,501,"Open flowers","2017-09-02",245,1,50,"25-49%",-9999
"454",11926268,38213,"2017-11-11 14:54:14",27474,29.784473,-90.114784,0,"LA",201,"Cephalanthus","occidentalis","common buttonbush","Plantae",141889,501,"Open flowers","2017-09-20",263,1,50,"Less than 5%",-9999
"455",12345571,39173,"-9999",27474,29.784473,-90.114784,0,"LA",201,"Cephalanthus","occidentalis","common buttonbush","Plantae",141889,501,"Open flowers","2017-11-02",306,0,50,"-9999",-9999
"456",12424138,38213,"2017-11-11 14:54:14",27474,29.784473,-90.114784,0,"LA",201,"Cephalanthus","occidentalis","common buttonbush","Plantae",141889,501,"Open flowers","2017-10-26",299,1,50,"Less than 5%",-9999
"457",12488674,37529,"2017-12-23 18:16:10",27474,29.784473,-90.114784,0,"LA",201,"Cephalanthus","occidentalis","common buttonbush","Plantae",141889,501,"Open flowers","2017-11-18",322,0,50,"-9999",-9999
"458",12517431,39310,"2017-11-25 14:21:53",27474,29.784473,-90.114784,0,"LA",201,"Cephalanthus","occidentalis","common buttonbush","Plantae",141889,501,"Open flowers","2017-11-18",322,0,50,"-9999",-9999
"459",12550451,39076,"2017-11-30 14:10:03",27474,29.784473,-90.114784,0,"LA",201,"Cephalanthus","occidentalis","common buttonbush","Plantae",141889,501,"Open flowers","2017-11-20",324,0,50,"-9999",-9999
"460",12650506,38213,"2017-12-20 13:44:31",27474,29.784473,-90.114784,0,"LA",201,"Cephalanthus","occidentalis","common buttonbush","Plantae",141889,501,"Open flowers","2017-12-20",354,0,-9999,"-9999",-9999
"461",12656419,37515,"-9999",27474,29.784473,-90.114784,0,"LA",201,"Cephalanthus","occidentalis","common buttonbush","Plantae",141889,501,"Open flowers","2017-12-21",355,0,-9999,"-9999",-9999
"462",12662716,37529,"-9999",27474,29.784473,-90.114784,0,"LA",201,"Cephalanthus","occidentalis","common buttonbush","Plantae",141889,501,"Open flowers","2017-12-23",357,0,50,"-9999",-9999
"463",12442546,39094,"-9999",27477,29.793816,-90.122452,0,"LA",201,"Cephalanthus","occidentalis","common buttonbush","Plantae",141920,501,"Open flowers","2017-11-06",310,0,50,"-9999",-9999
"464",12512470,38213,"2017-11-24 14:52:48",27477,29.793816,-90.122452,0,"LA",201,"Cephalanthus","occidentalis","common buttonbush","Plantae",141920,501,"Open flowers","2017-11-21",325,0,50,"-9999",-9999
"465",12518184,39310,"-9999",27477,29.793816,-90.122452,0,"LA",201,"Cephalanthus","occidentalis","common buttonbush","Plantae",141920,501,"Open flowers","2017-11-18",322,0,50,"-9999",-9999
"466",12545541,34047,"2017-11-29 09:05:57",27477,29.793816,-90.122452,0,"LA",201,"Cephalanthus","occidentalis","common buttonbush","Plantae",141920,501,"Open flowers","2017-10-28",301,0,50,"-9999",-9999
"467",12545755,34047,"2018-02-15 12:29:44",27477,29.793816,-90.122452,0,"LA",201,"Cephalanthus","occidentalis","common buttonbush","Plantae",141920,501,"Open flowers","2017-11-25",329,0,50,"-9999",-9999
"468",12550347,39076,"2017-11-30 13:13:53",27477,29.793816,-90.122452,0,"LA",201,"Cephalanthus","occidentalis","common buttonbush","Plantae",141920,501,"Open flowers","2017-10-23",296,0,50,"-9999",-9999
"469",12614101,39094,"2018-02-26 11:20:08",27477,29.793816,-90.122452,0,"LA",201,"Cephalanthus","occidentalis","common buttonbush","Plantae",141920,501,"Open flowers","2017-12-11",345,0,50,"-9999",-9999
"470",12656586,37515,"-9999",27477,29.793816,-90.122452,0,"LA",201,"Cephalanthus","occidentalis","common buttonbush","Plantae",141920,501,"Open flowers","2017-12-21",355,0,-9999,"-9999",-9999
"471",9964969,34551,"-9999",25869,32.673393,-93.031845,112,"LA",202,"Echinacea","purpurea","eastern purple coneflower","Plantae",127328,501,"Open flowers","2017-03-04",63,0,-9999,"-9999",-9999
"472",10037631,34551,"-9999",25869,32.673393,-93.031845,112,"LA",202,"Echinacea","purpurea","eastern purple coneflower","Plantae",127328,501,"Open flowers","2017-03-12",71,0,-9999,"-9999",-9999
"473",10065599,34551,"-9999",25869,32.673393,-93.031845,112,"LA",202,"Echinacea","purpurea","eastern purple coneflower","Plantae",127328,501,"Open flowers","2017-03-15",74,0,-9999,"-9999",-9999
"474",10236514,34551,"2017-03-30 10:00:37",25869,32.673393,-93.031845,112,"LA",202,"Echinacea","purpurea","eastern purple coneflower","Plantae",127328,501,"Open flowers","2017-03-22",81,0,-9999,"-9999",-9999
"475",10236657,34551,"-9999",25869,32.673393,-93.031845,112,"LA",202,"Echinacea","purpurea","eastern purple coneflower","Plantae",127328,501,"Open flowers","2017-03-30",89,0,-9999,"-9999",-9999
"476",9602211,4868,"2017-01-06 20:28:58",8418,32.363758,-94.873947,108,"TX",203,"Helianthus","annuus","common sunflower","Plantae",87567,501,"Open flowers","2017-01-01",1,0,50,"-9999",-9999
"477",9631673,4868,"2017-01-09 15:38:11",8418,32.363758,-94.873947,108,"TX",203,"Helianthus","annuus","common sunflower","Plantae",87567,501,"Open flowers","2017-01-04",4,0,50,"-9999",-9999
"478",9641631,4868,"2017-01-16 07:30:25",8418,32.363758,-94.873947,108,"TX",203,"Helianthus","annuus","common sunflower","Plantae",87567,501,"Open flowers","2017-01-08",8,0,50,"-9999",-9999
"479",9666069,4868,"2017-01-30 18:47:41",8418,32.363758,-94.873947,108,"TX",203,"Helianthus","annuus","common sunflower","Plantae",87567,501,"Open flowers","2017-01-11",11,0,50,"-9999",-9999
"480",9666506,4868,"2017-01-30 18:47:41",8418,32.363758,-94.873947,108,"TX",203,"Helianthus","annuus","common sunflower","Plantae",87567,501,"Open flowers","2017-01-15",15,0,50,"-9999",-9999
"481",9737199,4868,"2017-01-30 18:47:43",8418,32.363758,-94.873947,108,"TX",203,"Helianthus","annuus","common sunflower","Plantae",87567,501,"Open flowers","2017-01-18",18,0,50,"-9999",-9999
"482",9737636,4868,"2017-01-30 18:47:43",8418,32.363758,-94.873947,108,"TX",203,"Helianthus","annuus","common sunflower","Plantae",87567,501,"Open flowers","2017-01-22",22,0,50,"-9999",-9999
"483",9738084,4868,"2017-02-02 17:24:14",8418,32.363758,-94.873947,108,"TX",203,"Helianthus","annuus","common sunflower","Plantae",87567,501,"Open flowers","2017-01-25",25,0,50,"-9999",-9999
"484",9738532,4868,"2017-02-02 17:24:14",8418,32.363758,-94.873947,108,"TX",203,"Helianthus","annuus","common sunflower","Plantae",87567,501,"Open flowers","2017-01-29",29,0,50,"-9999",-9999
"485",9759626,4868,"2017-02-05 17:44:21",8418,32.363758,-94.873947,108,"TX",203,"Helianthus","annuus","common sunflower","Plantae",87567,501,"Open flowers","2017-02-01",32,0,50,"-9999",-9999
"486",9784670,4868,"-9999",8418,32.363758,-94.873947,108,"TX",203,"Helianthus","annuus","common sunflower","Plantae",87567,501,"Open flowers","2017-02-05",36,0,50,"-9999",-9999
"487",9798677,4868,"2017-02-19 18:25:04",8418,32.363758,-94.873947,108,"TX",203,"Helianthus","annuus","common sunflower","Plantae",87567,501,"Open flowers","2017-02-08",39,0,50,"-9999",-9999
"488",9866660,4868,"2017-02-19 18:25:08",8418,32.363758,-94.873947,108,"TX",203,"Helianthus","annuus","common sunflower","Plantae",87567,501,"Open flowers","2017-02-15",46,0,50,"-9999",-9999
"489",9867244,4868,"2017-02-22 18:39:00",8418,32.363758,-94.873947,108,"TX",203,"Helianthus","annuus","common sunflower","Plantae",87567,501,"Open flowers","2017-02-19",50,0,50,"-9999",-9999
"490",9867838,4868,"-9999",8418,32.363758,-94.873947,108,"TX",203,"Helianthus","annuus","common sunflower","Plantae",87567,501,"Open flowers","2017-02-12",43,0,50,"-9999",-9999
"491",9885261,4868,"2017-02-26 18:21:11",8418,32.363758,-94.873947,108,"TX",203,"Helianthus","annuus","common sunflower","Plantae",87567,501,"Open flowers","2017-02-22",53,0,50,"-9999",-9999
"492",9914715,4868,"2017-03-05 17:50:02",8418,32.363758,-94.873947,108,"TX",203,"Helianthus","annuus","common sunflower","Plantae",87567,501,"Open flowers","2017-02-26",57,0,50,"-9999",-9999
"493",9970939,4868,"2017-03-19 18:20:02",8418,32.363758,-94.873947,108,"TX",203,"Helianthus","annuus","common sunflower","Plantae",87567,501,"Open flowers","2017-03-01",60,0,50,"-9999",-9999
"494",9971557,4868,"2017-03-19 18:20:02",8418,32.363758,-94.873947,108,"TX",203,"Helianthus","annuus","common sunflower","Plantae",87567,501,"Open flowers","2017-03-05",64,0,50,"-9999",-9999
"495",10098911,4868,"2017-03-19 18:39:17",8418,32.363758,-94.873947,108,"TX",203,"Helianthus","annuus","common sunflower","Plantae",87567,501,"Open flowers","2017-03-08",67,0,50,"-9999",-9999
"496",10099527,4868,"2017-03-19 18:39:17",8418,32.363758,-94.873947,108,"TX",203,"Helianthus","annuus","common sunflower","Plantae",87567,501,"Open flowers","2017-03-11",70,0,50,"-9999",-9999
"497",10100147,4868,"2017-03-26 18:27:40",8418,32.363758,-94.873947,108,"TX",203,"Helianthus","annuus","common sunflower","Plantae",87567,501,"Open flowers","2017-03-19",78,0,50,"-9999",-9999
"498",10172463,4868,"2017-03-30 15:04:48",8418,32.363758,-94.873947,108,"TX",203,"Helianthus","annuus","common sunflower","Plantae",87567,501,"Open flowers","2017-03-22",81,0,50,"-9999",-9999
"499",10173091,4868,"2017-03-30 15:04:48",8418,32.363758,-94.873947,108,"TX",203,"Helianthus","annuus","common sunflower","Plantae",87567,501,"Open flowers","2017-03-26",85,0,50,"-9999",-9999
"500",10244792,4868,"2017-04-02 19:22:05",8418,32.363758,-94.873947,108,"TX",203,"Helianthus","annuus","common sunflower","Plantae",87567,501,"Open flowers","2017-03-29",88,0,50,"-9999",-9999
"501",10286339,4868,"2017-04-06 18:00:49",8418,32.363758,-94.873947,108,"TX",203,"Helianthus","annuus","common sunflower","Plantae",87567,501,"Open flowers","2017-04-02",92,0,50,"-9999",-9999
"502",10330007,4868,"2017-04-12 19:27:22",8418,32.363758,-94.873947,108,"TX",203,"Helianthus","annuus","common sunflower","Plantae",87567,501,"Open flowers","2017-04-05",95,0,50,"-9999",-9999
"503",10416305,4868,"2017-04-20 19:56:32",8418,32.363758,-94.873947,108,"TX",203,"Helianthus","annuus","common sunflower","Plantae",87567,501,"Open flowers","2017-04-09",99,0,50,"-9999",-9999
"504",10416934,4868,"2017-04-20 19:56:32",8418,32.363758,-94.873947,108,"TX",203,"Helianthus","annuus","common sunflower","Plantae",87567,501,"Open flowers","2017-04-12",102,0,50,"-9999",-9999
"505",10539879,4868,"2017-04-23 18:33:01",8418,32.363758,-94.873947,108,"TX",203,"Helianthus","annuus","common sunflower","Plantae",87567,501,"Open flowers","2017-04-16",106,0,50,"-9999",-9999
"506",10540508,4868,"2017-04-23 18:33:01",8418,32.363758,-94.873947,108,"TX",203,"Helianthus","annuus","common sunflower","Plantae",87567,501,"Open flowers","2017-04-19",109,0,50,"-9999",-9999
"507",10578575,4868,"2017-04-30 18:05:48",8418,32.363758,-94.873947,108,"TX",203,"Helianthus","annuus","common sunflower","Plantae",87567,501,"Open flowers","2017-04-23",113,0,50,"-9999",-9999
"508",10665953,4868,"2017-05-10 19:26:20",8418,32.363758,-94.873947,108,"TX",203,"Helianthus","annuus","common sunflower","Plantae",87567,501,"Open flowers","2017-04-26",116,0,50,"-9999",-9999
"509",10666582,4868,"2017-05-10 19:26:20",8418,32.363758,-94.873947,108,"TX",203,"Helianthus","annuus","common sunflower","Plantae",87567,501,"Open flowers","2017-04-30",120,1,50,"50-74%",-9999
"510",10780575,4868,"2017-05-10 19:41:41",8418,32.363758,-94.873947,108,"TX",203,"Helianthus","annuus","common sunflower","Plantae",87567,501,"Open flowers","2017-05-03",123,1,50,"50-74%",-9999
"511",10781204,4868,"2017-05-10 19:41:41",8418,32.363758,-94.873947,108,"TX",203,"Helianthus","annuus","common sunflower","Plantae",87567,501,"Open flowers","2017-05-07",127,1,50,"95% or more",-9999
"512",10781833,4868,"2017-05-17 18:53:42",8418,32.363758,-94.873947,108,"TX",203,"Helianthus","annuus","common sunflower","Plantae",87567,501,"Open flowers","2017-05-10",130,1,50,"95% or more",-9999
"513",10853781,4868,"2017-05-20 17:21:15",8418,32.363758,-94.873947,108,"TX",203,"Helianthus","annuus","common sunflower","Plantae",87567,501,"Open flowers","2017-05-14",134,1,50,"95% or more",-9999
"514",10886870,4868,"2017-05-21 19:06:03",8418,32.363758,-94.873947,108,"TX",203,"Helianthus","annuus","common sunflower","Plantae",87567,501,"Open flowers","2017-05-17",137,1,50,"95% or more",-9999
"515",10896433,4868,"2017-06-04 15:52:04",8418,32.363758,-94.873947,108,"TX",203,"Helianthus","annuus","common sunflower","Plantae",87567,501,"Open flowers","2017-05-21",141,1,50,"95% or more",-9999
"516",11013008,4868,"2017-06-04 16:37:36",8418,32.363758,-94.873947,108,"TX",203,"Helianthus","annuus","common sunflower","Plantae",87567,501,"Open flowers","2017-05-25",145,0,50,"-9999",-9999
"517",11013637,4868,"2017-06-04 16:37:36",8418,32.363758,-94.873947,108,"TX",203,"Helianthus","annuus","common sunflower","Plantae",87567,501,"Open flowers","2017-05-28",148,0,50,"-9999",-9999
"518",11014313,4868,"2017-06-18 16:13:52",8418,32.363758,-94.873947,108,"TX",203,"Helianthus","annuus","common sunflower","Plantae",87567,501,"Open flowers","2017-05-31",151,0,50,"-9999",-9999
"519",11014586,4868,"2017-06-18 16:13:52",8418,32.363758,-94.873947,108,"TX",203,"Helianthus","annuus","common sunflower","Plantae",87567,501,"Open flowers","2017-06-04",155,0,50,"-9999",-9999
"520",11152576,4868,"2017-06-18 20:05:29",8418,32.363758,-94.873947,108,"TX",203,"Helianthus","annuus","common sunflower","Plantae",87567,501,"Open flowers","2017-06-11",162,0,50,"-9999",-9999
"521",11153190,4868,"2017-06-18 20:05:29",8418,32.363758,-94.873947,108,"TX",203,"Helianthus","annuus","common sunflower","Plantae",87567,501,"Open flowers","2017-06-14",165,0,50,"-9999",-9999
"522",11154406,4868,"2017-06-23 19:22:29",8418,32.363758,-94.873947,108,"TX",203,"Helianthus","annuus","common sunflower","Plantae",87567,501,"Open flowers","2017-06-18",169,0,50,"-9999",-9999
"523",11190386,4868,"2017-07-09 09:54:47",8418,32.363758,-94.873947,108,"TX",203,"Helianthus","annuus","common sunflower","Plantae",87567,501,"Open flowers","2017-06-21",172,0,50,"-9999",-9999
"524",11329246,4868,"2017-07-09 11:38:16",8418,32.363758,-94.873947,108,"TX",203,"Helianthus","annuus","common sunflower","Plantae",87567,501,"Open flowers","2017-06-25",176,0,50,"-9999",-9999
"525",11329859,4868,"2017-07-09 11:38:16",8418,32.363758,-94.873947,108,"TX",203,"Helianthus","annuus","common sunflower","Plantae",87567,501,"Open flowers","2017-07-02",183,0,50,"-9999",-9999
"526",11336471,4868,"2017-07-09 11:51:19",8418,32.363758,-94.873947,108,"TX",203,"Helianthus","annuus","common sunflower","Plantae",87567,501,"Open flowers","2017-07-05",186,0,50,"-9999",-9999
"527",11338246,4868,"2017-09-01 19:09:05",8418,32.363758,-94.873947,108,"TX",203,"Helianthus","annuus","common sunflower","Plantae",87567,501,"Open flowers","2017-07-09",190,0,50,"-9999",-9999
"528",11770098,4868,"2017-09-01 19:09:08",8418,32.363758,-94.873947,108,"TX",203,"Helianthus","annuus","common sunflower","Plantae",87567,501,"Open flowers","2017-07-12",193,0,50,"-9999",-9999
"529",11770727,4868,"2017-09-01 19:28:11",8418,32.363758,-94.873947,108,"TX",203,"Helianthus","annuus","common sunflower","Plantae",87567,501,"Open flowers","2017-08-06",218,0,50,"-9999",-9999
"530",11771866,4868,"2017-09-01 20:03:02",8418,32.363758,-94.873947,108,"TX",203,"Helianthus","annuus","common sunflower","Plantae",87567,501,"Open flowers","2017-08-09",221,0,50,"-9999",-9999
"531",11772495,4868,"2017-09-01 20:03:02",8418,32.363758,-94.873947,108,"TX",203,"Helianthus","annuus","common sunflower","Plantae",87567,501,"Open flowers","2017-08-13",225,0,50,"-9999",-9999
"532",11773634,4868,"2017-09-01 20:21:25",8418,32.363758,-94.873947,108,"TX",203,"Helianthus","annuus","common sunflower","Plantae",87567,501,"Open flowers","2017-08-20",232,0,50,"-9999",-9999
"533",11774263,4868,"2017-09-01 20:21:25",8418,32.363758,-94.873947,108,"TX",203,"Helianthus","annuus","common sunflower","Plantae",87567,501,"Open flowers","2017-08-23",235,0,50,"-9999",-9999
"534",11775402,4868,"2017-09-09 14:48:43",8418,32.363758,-94.873947,108,"TX",203,"Helianthus","annuus","common sunflower","Plantae",87567,501,"Open flowers","2017-08-27",239,0,50,"-9999",-9999
"535",11776031,4868,"2017-09-09 14:48:43",8418,32.363758,-94.873947,108,"TX",203,"Helianthus","annuus","common sunflower","Plantae",87567,501,"Open flowers","2017-08-30",242,0,50,"-9999",-9999
