"","site_id","site_name","latitude","longitude","elevation_in_meters","state","species_id","genus","species","common_name","kingdom","individual_id","phenophase_id","phenophase_category","phenophase_description","first_yes_year","first_yes_month","first_yes_day","first_yes_doy","first_yes_julian_date","numdays_since_prior_no","last_yes_year","last_yes_month","last_yes_day","last_yes_doy","last_yes_julian_date","numdays_until_next_no","observed_status_conflict_flag","prcp_summer","prcp_fall","prcp_winter","prcp_spring","tmin_summer","tmin_fall","tmin_winter","tmin_spring","tmax_summer","tmax_fall","tmax_winter","tmax_spring"
"1080",6,"Stewardship Garden",43.040955,-76.212914,163,"NY",202,"Echinacea","purpurea","eastern purple coneflower","Plantae",12052,488,"Leaves","Leaves (forbs)",2011,5,2,122,2455684,-9999,2011,6,19,170,2455732,-9999,"-9999",299,302,278,381,15.58,5.64,-9.05,3.09,27.27,15.56,-0.86,13.28
"1081",940,"Home",34.091167,-118.047043,96,"CA",203,"Helianthus","annuus","common sunflower","Plantae",12932,390,"Fruits","Ripe fruits",2011,7,22,203,2455765,66,2011,7,22,203,2455765,-9999,"-9999",1,89,429,102,15.89,13.61,8.85,11.21,31.01,26.97,20.39,23.93
"1082",940,"Home",34.091167,-118.047043,96,"CA",203,"Helianthus","annuus","common sunflower","Plantae",12932,488,"Leaves","Leaves (forbs)",2011,7,22,203,2455765,-9999,2011,7,22,203,2455765,-9999,"-9999",1,89,429,102,15.89,13.61,8.85,11.21,31.01,26.97,20.39,23.93
"1083",940,"Home",34.091167,-118.047043,96,"CA",203,"Helianthus","annuus","common sunflower","Plantae",12932,500,"Flowers","Flowers or flower buds",2011,5,17,137,2455699,-9999,2011,5,17,137,2455699,66,"-9999",1,89,429,102,15.89,13.61,8.85,11.21,31.01,26.97,20.39,23.93
"1084",940,"Home",34.091167,-118.047043,96,"CA",203,"Helianthus","annuus","common sunflower","Plantae",12932,501,"Flowers","Open flowers",2011,5,17,137,2455699,-9999,2011,5,17,137,2455699,66,"-9999",1,89,429,102,15.89,13.61,8.85,11.21,31.01,26.97,20.39,23.93
"1085",940,"Home",34.091167,-118.047043,96,"CA",203,"Helianthus","annuus","common sunflower","Plantae",12932,516,"Fruits","Fruits",2011,7,22,203,2455765,66,2011,7,22,203,2455765,-9999,"-9999",1,89,429,102,15.89,13.61,8.85,11.21,31.01,26.97,20.39,23.93
"1086",940,"Home",34.091167,-118.047043,96,"CA",203,"Helianthus","annuus","common sunflower","Plantae",14645,482,"Leaves","Initial growth (forbs)",2011,7,24,205,2455767,-9999,2011,7,27,208,2455770,-9999,"-9999",1,89,429,102,15.89,13.61,8.85,11.21,31.01,26.97,20.39,23.93
"1087",940,"Home",34.091167,-118.047043,96,"CA",203,"Helianthus","annuus","common sunflower","Plantae",14645,488,"Leaves","Leaves (forbs)",2011,7,27,208,2455770,3,2011,7,27,208,2455770,-9999,"-9999",1,89,429,102,15.89,13.61,8.85,11.21,31.01,26.97,20.39,23.93
"1088",6040,"Yard",35.448448,-97.234116,369,"OK",203,"Helianthus","annuus","common sunflower","Plantae",15078,390,"Fruits","Ripe fruits",2011,8,16,228,2455790,4,2011,8,16,228,2455790,-9999,"-9999",103,152,97,227,23.86,10.2,-3.06,9.75,37.98,24.13,10.43,22.98
"1089",6040,"Yard",35.448448,-97.234116,369,"OK",203,"Helianthus","annuus","common sunflower","Plantae",15078,488,"Leaves","Leaves (forbs)",2011,8,11,223,2455785,-9999,2011,8,16,228,2455790,-9999,"-9999",103,152,97,227,23.86,10.2,-3.06,9.75,37.98,24.13,10.43,22.98
"1090",6040,"Yard",35.448448,-97.234116,369,"OK",203,"Helianthus","annuus","common sunflower","Plantae",15078,500,"Flowers","Flowers or flower buds",2011,8,11,223,2455785,-9999,2011,8,16,228,2455790,-9999,"-9999",103,152,97,227,23.86,10.2,-3.06,9.75,37.98,24.13,10.43,22.98
"1091",6040,"Yard",35.448448,-97.234116,369,"OK",203,"Helianthus","annuus","common sunflower","Plantae",15078,501,"Flowers","Open flowers",2011,8,11,223,2455785,-9999,2011,8,16,228,2455790,-9999,"-9999",103,152,97,227,23.86,10.2,-3.06,9.75,37.98,24.13,10.43,22.98
"1092",6040,"Yard",35.448448,-97.234116,369,"OK",203,"Helianthus","annuus","common sunflower","Plantae",15078,516,"Fruits","Fruits",2011,8,12,224,2455786,1,2011,8,16,228,2455790,-9999,"-9999",103,152,97,227,23.86,10.2,-3.06,9.75,37.98,24.13,10.43,22.98
"1093",6013,"Oak Springs Bioblitz- ESA 2011",30.27471,-97.693077,157,"TX",203,"Helianthus","annuus","common sunflower","Plantae",15463,488,"Leaves","Leaves (forbs)",2011,8,6,218,2455780,-9999,2011,8,6,218,2455780,-9999,"-9999",42,187,128,82,23.51,13.9,3.79,14.76,38.74,28.31,17.61,29.46
"1094",6013,"Oak Springs Bioblitz- ESA 2011",30.27471,-97.693077,157,"TX",203,"Helianthus","annuus","common sunflower","Plantae",15463,500,"Flowers","Flowers or flower buds",2011,8,6,218,2455780,-9999,2011,8,6,218,2455780,-9999,"-9999",42,187,128,82,23.51,13.9,3.79,14.76,38.74,28.31,17.61,29.46
"1095",6013,"Oak Springs Bioblitz- ESA 2011",30.27471,-97.693077,157,"TX",203,"Helianthus","annuus","common sunflower","Plantae",15463,501,"Flowers","Open flowers",2011,8,6,218,2455780,-9999,2011,8,6,218,2455780,-9999,"-9999",42,187,128,82,23.51,13.9,3.79,14.76,38.74,28.31,17.61,29.46
"1096",6061,"Site 2 10 acre lake",35.48304,-97.255737,350,"OK",203,"Helianthus","annuus","common sunflower","Plantae",15637,390,"Fruits","Ripe fruits",2011,8,17,229,2455791,-9999,2011,8,17,229,2455791,4,"-9999",83,137,65,202,23.89,10.29,-3.04,9.79,38.05,24.24,10.51,23.06
"1097",6061,"Site 2 10 acre lake",35.48304,-97.255737,350,"OK",203,"Helianthus","annuus","common sunflower","Plantae",15637,390,"Fruits","Ripe fruits",2011,8,22,234,2455796,1,2011,8,22,234,2455796,-9999,"-9999",83,137,65,202,23.89,10.29,-3.04,9.79,38.05,24.24,10.51,23.06
"1098",6061,"Site 2 10 acre lake",35.48304,-97.255737,350,"OK",203,"Helianthus","annuus","common sunflower","Plantae",15637,488,"Leaves","Leaves (forbs)",2011,8,17,229,2455791,-9999,2011,8,17,229,2455791,4,"-9999",83,137,65,202,23.89,10.29,-3.04,9.79,38.05,24.24,10.51,23.06
"1099",6061,"Site 2 10 acre lake",35.48304,-97.255737,350,"OK",203,"Helianthus","annuus","common sunflower","Plantae",15637,488,"Leaves","Leaves (forbs)",2011,8,22,234,2455796,1,2011,8,22,234,2455796,-9999,"-9999",83,137,65,202,23.89,10.29,-3.04,9.79,38.05,24.24,10.51,23.06
"1100",6061,"Site 2 10 acre lake",35.48304,-97.255737,350,"OK",203,"Helianthus","annuus","common sunflower","Plantae",15637,500,"Flowers","Flowers or flower buds",2011,8,17,229,2455791,-9999,2011,8,17,229,2455791,4,"-9999",83,137,65,202,23.89,10.29,-3.04,9.79,38.05,24.24,10.51,23.06
"1101",6061,"Site 2 10 acre lake",35.48304,-97.255737,350,"OK",203,"Helianthus","annuus","common sunflower","Plantae",15637,500,"Flowers","Flowers or flower buds",2011,8,22,234,2455796,1,2011,8,22,234,2455796,-9999,"-9999",83,137,65,202,23.89,10.29,-3.04,9.79,38.05,24.24,10.51,23.06
"1102",6061,"Site 2 10 acre lake",35.48304,-97.255737,350,"OK",203,"Helianthus","annuus","common sunflower","Plantae",15637,501,"Flowers","Open flowers",2011,8,17,229,2455791,-9999,2011,8,17,229,2455791,4,"-9999",83,137,65,202,23.89,10.29,-3.04,9.79,38.05,24.24,10.51,23.06
"1103",6061,"Site 2 10 acre lake",35.48304,-97.255737,350,"OK",203,"Helianthus","annuus","common sunflower","Plantae",15637,501,"Flowers","Open flowers",2011,8,22,234,2455796,1,2011,8,22,234,2455796,-9999,"-9999",83,137,65,202,23.89,10.29,-3.04,9.79,38.05,24.24,10.51,23.06
"1104",6061,"Site 2 10 acre lake",35.48304,-97.255737,350,"OK",203,"Helianthus","annuus","common sunflower","Plantae",15637,516,"Fruits","Fruits",2011,8,17,229,2455791,-9999,2011,8,17,229,2455791,4,"-9999",83,137,65,202,23.89,10.29,-3.04,9.79,38.05,24.24,10.51,23.06
"1105",6061,"Site 2 10 acre lake",35.48304,-97.255737,350,"OK",203,"Helianthus","annuus","common sunflower","Plantae",15637,516,"Fruits","Fruits",2011,8,22,234,2455796,1,2011,8,22,234,2455796,-9999,"-9999",83,137,65,202,23.89,10.29,-3.04,9.79,38.05,24.24,10.51,23.06
"1106",6065,"my yard",27.993504,-82.46283,5,"FL",203,"Helianthus","annuus","common sunflower","Plantae",15661,482,"Leaves","Initial growth (forbs)",2011,10,18,291,2455853,-9999,2011,10,18,291,2455853,-9999,"-9999",884,115,219,361,23.96,18.58,8.91,17.49,32.94,29.39,20.48,29.17
"1107",6065,"my yard",27.993504,-82.46283,5,"FL",203,"Helianthus","annuus","common sunflower","Plantae",15661,488,"Leaves","Leaves (forbs)",2011,10,18,291,2455853,-9999,2011,10,18,291,2455853,-9999,"-9999",884,115,219,361,23.96,18.58,8.91,17.49,32.94,29.39,20.48,29.17
"1108",6065,"my yard",27.993504,-82.46283,5,"FL",203,"Helianthus","annuus","common sunflower","Plantae",15661,500,"Flowers","Flowers or flower buds",2011,10,18,291,2455853,-9999,2011,10,18,291,2455853,-9999,"-9999",884,115,219,361,23.96,18.58,8.91,17.49,32.94,29.39,20.48,29.17
"1109",6065,"my yard",27.993504,-82.46283,5,"FL",203,"Helianthus","annuus","common sunflower","Plantae",15661,501,"Flowers","Open flowers",2011,10,18,291,2455853,-9999,2011,10,18,291,2455853,-9999,"-9999",884,115,219,361,23.96,18.58,8.91,17.49,32.94,29.39,20.48,29.17
"1110",6065,"my yard",27.993504,-82.46283,5,"FL",203,"Helianthus","annuus","common sunflower","Plantae",15662,482,"Leaves","Initial growth (forbs)",2011,10,18,291,2455853,-9999,2011,10,18,291,2455853,-9999,"-9999",884,115,219,361,23.96,18.58,8.91,17.49,32.94,29.39,20.48,29.17
"1111",6065,"my yard",27.993504,-82.46283,5,"FL",203,"Helianthus","annuus","common sunflower","Plantae",15662,488,"Leaves","Leaves (forbs)",2011,10,18,291,2455853,-9999,2011,10,18,291,2455853,-9999,"-9999",884,115,219,361,23.96,18.58,8.91,17.49,32.94,29.39,20.48,29.17
"1112",6065,"my yard",27.993504,-82.46283,5,"FL",203,"Helianthus","annuus","common sunflower","Plantae",15662,500,"Flowers","Flowers or flower buds",2011,10,18,291,2455853,-9999,2011,10,18,291,2455853,-9999,"-9999",884,115,219,361,23.96,18.58,8.91,17.49,32.94,29.39,20.48,29.17
"1113",6065,"my yard",27.993504,-82.46283,5,"FL",203,"Helianthus","annuus","common sunflower","Plantae",15662,501,"Flowers","Open flowers",2011,10,18,291,2455853,-9999,2011,10,18,291,2455853,-9999,"-9999",884,115,219,361,23.96,18.58,8.91,17.49,32.94,29.39,20.48,29.17
"1114",5151,"Home",41.341278,-88.297935,159,"IL",201,"Cephalanthus","occidentalis","common buttonbush","Plantae",16514,390,"Fruits","Ripe fruits",2011,9,24,267,2455829,-9999,2011,9,24,267,2455829,-9999,"-9999",345,157,185,339,18.09,5.96,-9.61,4.36,29.36,19.16,-1.13,14.8
"1115",5151,"Home",41.341278,-88.297935,159,"IL",201,"Cephalanthus","occidentalis","common buttonbush","Plantae",16514,516,"Fruits","Fruits",2011,9,24,267,2455829,-9999,2011,9,24,267,2455829,-9999,"-9999",345,157,185,339,18.09,5.96,-9.61,4.36,29.36,19.16,-1.13,14.8
"1116",23069,"Walker Nature Center",38.92625,-77.341675,116,"VA",916,"Lobelia","cardinalis","cardinalflower","Plantae",110661,488,"Leaves","Leaves (forbs)",2011,5,18,138,2455700,-9999,2011,5,18,138,2455700,-9999,"-9999",299,321,159,364,19.3,8.45,-4.13,7.56,30.78,20.77,4.92,18.97
"1117",906,"yard",38.804558,-89.944405,165,"IL",202,"Echinacea","purpurea","eastern purple coneflower","Plantae",1095,482,"Leaves","Initial growth (forbs)",2012,3,28,88,2456015,12,2012,6,5,157,2456084,-9999,"-9999",147,265,212,310,18.7,7.95,-1.87,10.23,33.11,20.35,8.45,23.41
"1118",906,"yard",38.804558,-89.944405,165,"IL",202,"Echinacea","purpurea","eastern purple coneflower","Plantae",1095,488,"Leaves","Leaves (forbs)",2012,3,28,88,2456015,12,2012,6,5,157,2456084,-9999,"-9999",147,265,212,310,18.7,7.95,-1.87,10.23,33.11,20.35,8.45,23.41
"1119",906,"yard",38.804558,-89.944405,165,"IL",202,"Echinacea","purpurea","eastern purple coneflower","Plantae",1095,500,"Flowers","Flowers or flower buds",2012,5,25,146,2456073,40,2012,6,5,157,2456084,-9999,"-9999",147,265,212,310,18.7,7.95,-1.87,10.23,33.11,20.35,8.45,23.41
"1120",906,"yard",38.804558,-89.944405,165,"IL",202,"Echinacea","purpurea","eastern purple coneflower","Plantae",1095,501,"Flowers","Open flowers",2012,5,25,146,2456073,40,2012,6,5,157,2456084,-9999,"-9999",147,265,212,310,18.7,7.95,-1.87,10.23,33.11,20.35,8.45,23.41
"1121",1029,"Home",42.457664,-82.964958,187,"MI",202,"Echinacea","purpurea","eastern purple coneflower","Plantae",1122,482,"Leaves","Initial growth (forbs)",2012,3,14,74,2456001,-9999,2012,3,17,77,2456004,-9999,"-9999",270,435,174,221,16.97,7.44,-3.24,5.88,28.67,16.69,3.96,17.73
"1122",1074,"Wilcox Farm",39.367615,-85.242989,241,"IN",203,"Helianthus","annuus","common sunflower","Plantae",1295,482,"Leaves","Initial growth (forbs)",2012,3,30,90,2456017,-9999,2012,3,30,90,2456017,-9999,"-9999",150,406,297,262,16.95,7.38,-2.6,8.25,31.1,18.8,6.87,21.56
"1123",1074,"Wilcox Farm",39.367615,-85.242989,241,"IN",203,"Helianthus","annuus","common sunflower","Plantae",1295,488,"Leaves","Leaves (forbs)",2012,3,30,90,2456017,-9999,2012,3,30,90,2456017,-9999,"-9999",150,406,297,262,16.95,7.38,-2.6,8.25,31.1,18.8,6.87,21.56
"1124",1074,"Wilcox Farm",39.367615,-85.242989,241,"IN",202,"Echinacea","purpurea","eastern purple coneflower","Plantae",1297,482,"Leaves","Initial growth (forbs)",2012,3,30,90,2456017,-9999,2012,3,30,90,2456017,-9999,"-9999",150,406,297,262,16.95,7.38,-2.6,8.25,31.1,18.8,6.87,21.56
"1125",1074,"Wilcox Farm",39.367615,-85.242989,241,"IN",202,"Echinacea","purpurea","eastern purple coneflower","Plantae",1297,488,"Leaves","Leaves (forbs)",2012,3,30,90,2456017,-9999,2012,3,30,90,2456017,-9999,"-9999",150,406,297,262,16.95,7.38,-2.6,8.25,31.1,18.8,6.87,21.56
"1126",1355,"249 West Gates",42.809578,-83.020699,265,"MI",202,"Echinacea","purpurea","eastern purple coneflower","Plantae",2127,482,"Leaves","Initial growth (forbs)",2012,4,1,92,2456019,-9999,2012,4,1,92,2456019,-9999,"-9999",271,299,174,190,15.38,6.42,-4.42,4.75,28.72,16.36,3.05,17.4
"1127",1355,"249 West Gates",42.809578,-83.020699,265,"MI",202,"Echinacea","purpurea","eastern purple coneflower","Plantae",2127,488,"Leaves","Leaves (forbs)",2012,4,1,92,2456019,-9999,2012,4,1,92,2456019,-9999,"-9999",271,299,174,190,15.38,6.42,-4.42,4.75,28.72,16.36,3.05,17.4
"1128",1355,"249 West Gates",42.809578,-83.020699,265,"MI",202,"Echinacea","purpurea","eastern purple coneflower","Plantae",2127,500,"Flowers","Flowers or flower buds",2012,4,1,92,2456019,-9999,2012,4,1,92,2456019,-9999,"-9999",271,299,174,190,15.38,6.42,-4.42,4.75,28.72,16.36,3.05,17.4
"1129",1355,"249 West Gates",42.809578,-83.020699,265,"MI",202,"Echinacea","purpurea","eastern purple coneflower","Plantae",2127,501,"Flowers","Open flowers",2012,4,1,92,2456019,-9999,2012,4,1,92,2456019,-9999,"-9999",271,299,174,190,15.38,6.42,-4.42,4.75,28.72,16.36,3.05,17.4
"1130",1476,"home",34.750793,-82.344971,252,"SC",202,"Echinacea","purpurea","eastern purple coneflower","Plantae",2520,390,"Fruits","Ripe fruits",2012,9,26,270,2456197,23,2012,9,26,270,2456197,27,"-9999",355,262,192,251,19.82,9.92,2.27,12.24,31.25,22.66,14.46,25.22
"1131",1476,"home",34.750793,-82.344971,252,"SC",202,"Echinacea","purpurea","eastern purple coneflower","Plantae",2520,482,"Leaves","Initial growth (forbs)",2012,3,19,79,2456006,5,2012,4,21,112,2456039,47,"-9999",355,262,192,251,19.82,9.92,2.27,12.24,31.25,22.66,14.46,25.22
"1132",1476,"home",34.750793,-82.344971,252,"SC",202,"Echinacea","purpurea","eastern purple coneflower","Plantae",2520,488,"Leaves","Leaves (forbs)",2012,3,19,79,2456006,5,2012,11,5,310,2456237,-9999,"-9999",355,262,192,251,19.82,9.92,2.27,12.24,31.25,22.66,14.46,25.22
"1133",1476,"home",34.750793,-82.344971,252,"SC",202,"Echinacea","purpurea","eastern purple coneflower","Plantae",2520,500,"Flowers","Flowers or flower buds",2012,6,7,159,2456086,47,2012,6,7,159,2456086,79,"-9999",355,262,192,251,19.82,9.92,2.27,12.24,31.25,22.66,14.46,25.22
"1134",1476,"home",34.750793,-82.344971,252,"SC",202,"Echinacea","purpurea","eastern purple coneflower","Plantae",2520,500,"Flowers","Flowers or flower buds",2012,9,3,247,2456174,9,2012,9,3,247,2456174,50,"-9999",355,262,192,251,19.82,9.92,2.27,12.24,31.25,22.66,14.46,25.22
"1135",1476,"home",34.750793,-82.344971,252,"SC",202,"Echinacea","purpurea","eastern purple coneflower","Plantae",2520,504,"Fruits","Recent fruit or seed drop",2012,9,26,270,2456197,23,2012,9,26,270,2456197,27,"-9999",355,262,192,251,19.82,9.92,2.27,12.24,31.25,22.66,14.46,25.22
"1136",1476,"home",34.750793,-82.344971,252,"SC",202,"Echinacea","purpurea","eastern purple coneflower","Plantae",2520,516,"Fruits","Fruits",2012,9,26,270,2456197,23,2012,9,26,270,2456197,27,"-9999",355,262,192,251,19.82,9.92,2.27,12.24,31.25,22.66,14.46,25.22
"1137",1447,"Home",42.176537,-85.892448,230,"MI",202,"Echinacea","purpurea","eastern purple coneflower","Plantae",2713,390,"Fruits","Ripe fruits",2012,9,16,260,2456187,25,2012,10,13,287,2456214,9,"-9999",206,260,204,236,15.68,5.98,-4.15,5.83,29.36,16.85,3.98,18.75
"1138",1447,"Home",42.176537,-85.892448,230,"MI",202,"Echinacea","purpurea","eastern purple coneflower","Plantae",2713,488,"Leaves","Leaves (forbs)",2012,3,24,84,2456011,7,2012,11,3,308,2456235,-9999,"-9999",206,260,204,236,15.68,5.98,-4.15,5.83,29.36,16.85,3.98,18.75
"1139",1447,"Home",42.176537,-85.892448,230,"MI",202,"Echinacea","purpurea","eastern purple coneflower","Plantae",2713,500,"Flowers","Flowers or flower buds",2012,5,26,147,2456074,21,2012,7,23,205,2456132,30,"-9999",206,260,204,236,15.68,5.98,-4.15,5.83,29.36,16.85,3.98,18.75
"1140",1447,"Home",42.176537,-85.892448,230,"MI",202,"Echinacea","purpurea","eastern purple coneflower","Plantae",2713,501,"Flowers","Open flowers",2012,6,16,168,2456095,21,2012,7,23,205,2456132,30,"-9999",206,260,204,236,15.68,5.98,-4.15,5.83,29.36,16.85,3.98,18.75
"1141",1447,"Home",42.176537,-85.892448,230,"MI",202,"Echinacea","purpurea","eastern purple coneflower","Plantae",2713,504,"Fruits","Recent fruit or seed drop",2012,9,29,273,2456200,7,2012,10,13,287,2456214,9,"-9999",206,260,204,236,15.68,5.98,-4.15,5.83,29.36,16.85,3.98,18.75
"1142",1447,"Home",42.176537,-85.892448,230,"MI",202,"Echinacea","purpurea","eastern purple coneflower","Plantae",2713,516,"Fruits","Fruits",2012,8,22,235,2456162,30,2012,9,29,273,2456200,7,"-9999",206,260,204,236,15.68,5.98,-4.15,5.83,29.36,16.85,3.98,18.75
"1143",1583,"Home",40.502934,-81.907562,358,"OH",202,"Echinacea","purpurea","eastern purple coneflower","Plantae",2893,482,"Leaves","Initial growth (forbs)",2012,3,31,91,2456018,-9999,2012,3,31,91,2456018,-9999,"-9999",241,374,277,177,15.37,6.82,-3.54,6.08,29.09,17.53,5.42,19.5
"1144",1583,"Home",40.502934,-81.907562,358,"OH",202,"Echinacea","purpurea","eastern purple coneflower","Plantae",2893,488,"Leaves","Leaves (forbs)",2012,3,31,91,2456018,-9999,2012,3,31,91,2456018,-9999,"-9999",241,374,277,177,15.37,6.82,-3.54,6.08,29.09,17.53,5.42,19.5
"1145",1784,"backyard",39.147102,-84.380188,176,"OH",202,"Echinacea","purpurea","eastern purple coneflower","Plantae",3419,482,"Leaves","Initial growth (forbs)",2012,1,8,8,2455935,-9999,2012,1,8,8,2455935,7,"-9999",206,450,306,332,17.43,7.87,-1.7,8.62,30.78,19.33,7.9,21.17
"1146",1784,"backyard",39.147102,-84.380188,176,"OH",202,"Echinacea","purpurea","eastern purple coneflower","Plantae",3419,488,"Leaves","Leaves (forbs)",2012,3,31,91,2456018,76,2012,3,31,91,2456018,-9999,"-9999",206,450,306,332,17.43,7.87,-1.7,8.62,30.78,19.33,7.9,21.17
"1147",1784,"backyard",39.147102,-84.380188,176,"OH",202,"Echinacea","purpurea","eastern purple coneflower","Plantae",3422,482,"Leaves","Initial growth (forbs)",2012,3,31,91,2456018,-9999,2012,3,31,91,2456018,-9999,"-9999",206,450,306,332,17.43,7.87,-1.7,8.62,30.78,19.33,7.9,21.17
"1148",1784,"backyard",39.147102,-84.380188,176,"OH",202,"Echinacea","purpurea","eastern purple coneflower","Plantae",3422,488,"Leaves","Leaves (forbs)",2012,3,31,91,2456018,-9999,2012,3,31,91,2456018,-9999,"-9999",206,450,306,332,17.43,7.87,-1.7,8.62,30.78,19.33,7.9,21.17
"1149",1784,"backyard",39.147102,-84.380188,176,"OH",204,"Liatris","aspera","tall blazing star","Plantae",5048,482,"Leaves","Initial growth (forbs)",2012,3,31,91,2456018,-9999,2012,3,31,91,2456018,-9999,"-9999",206,450,306,332,17.43,7.87,-1.7,8.62,30.78,19.33,7.9,21.17
"1150",1784,"backyard",39.147102,-84.380188,176,"OH",204,"Liatris","aspera","tall blazing star","Plantae",5048,488,"Leaves","Leaves (forbs)",2012,3,31,91,2456018,-9999,2012,3,31,91,2456018,-9999,"-9999",206,450,306,332,17.43,7.87,-1.7,8.62,30.78,19.33,7.9,21.17
"1151",1784,"backyard",39.147102,-84.380188,176,"OH",204,"Liatris","aspera","tall blazing star","Plantae",5049,482,"Leaves","Initial growth (forbs)",2012,3,31,91,2456018,-9999,2012,3,31,91,2456018,-9999,"-9999",206,450,306,332,17.43,7.87,-1.7,8.62,30.78,19.33,7.9,21.17
"1152",1784,"backyard",39.147102,-84.380188,176,"OH",204,"Liatris","aspera","tall blazing star","Plantae",5049,488,"Leaves","Leaves (forbs)",2012,3,31,91,2456018,-9999,2012,3,31,91,2456018,-9999,"-9999",206,450,306,332,17.43,7.87,-1.7,8.62,30.78,19.33,7.9,21.17
"1153",1897,"back yard",40.64323,-75.315399,99,"PA",203,"Helianthus","annuus","common sunflower","Plantae",6165,482,"Leaves","Initial growth (forbs)",2012,5,26,147,2456074,64,2012,5,26,147,2456074,-9999,"-9999",301,607,239,281,16.29,7.35,-3.54,6.15,28.77,18.7,7.21,19.02
"1154",1897,"back yard",40.64323,-75.315399,99,"PA",203,"Helianthus","annuus","common sunflower","Plantae",6165,488,"Leaves","Leaves (forbs)",2012,5,26,147,2456074,64,2012,5,26,147,2456074,-9999,"-9999",301,607,239,281,16.29,7.35,-3.54,6.15,28.77,18.7,7.21,19.02
"1155",5206,"Mirror Lake - NBG",36.902622,-76.206039,3,"VA",201,"Cephalanthus","occidentalis","common buttonbush","Plantae",10212,371,"Leaves","Breaking leaf buds",2012,3,28,88,2456015,8,2012,4,10,101,2456028,9,"-9999",459,256,162,367,21.27,12.57,2.86,11.66,30.21,22.31,13.29,22.09
"1156",5206,"Mirror Lake - NBG",36.902622,-76.206039,3,"VA",201,"Cephalanthus","occidentalis","common buttonbush","Plantae",10212,390,"Fruits","Ripe fruits",2012,1,5,5,2455932,-9999,2012,4,10,101,2456028,9,"-9999",459,256,162,367,21.27,12.57,2.86,11.66,30.21,22.31,13.29,22.09
"1157",5206,"Mirror Lake - NBG",36.902622,-76.206039,3,"VA",201,"Cephalanthus","occidentalis","common buttonbush","Plantae",10212,390,"Fruits","Ripe fruits",2012,7,21,203,2456130,8,2012,11,25,330,2456257,11,"-9999",459,256,162,367,21.27,12.57,2.86,11.66,30.21,22.31,13.29,22.09
"1158",5206,"Mirror Lake - NBG",36.902622,-76.206039,3,"VA",201,"Cephalanthus","occidentalis","common buttonbush","Plantae",10212,467,"Leaves","Increasing leaf size",2012,4,19,110,2456037,9,2012,5,10,131,2456058,7,"-9999",459,256,162,367,21.27,12.57,2.86,11.66,30.21,22.31,13.29,22.09
"1159",5206,"Mirror Lake - NBG",36.902622,-76.206039,3,"VA",201,"Cephalanthus","occidentalis","common buttonbush","Plantae",10212,471,"Leaves","Falling leaves",2012,11,1,306,2456233,7,2012,11,10,315,2456242,8,"-9999",459,256,162,367,21.27,12.57,2.86,11.66,30.21,22.31,13.29,22.09
"1160",5206,"Mirror Lake - NBG",36.902622,-76.206039,3,"VA",201,"Cephalanthus","occidentalis","common buttonbush","Plantae",10212,483,"Leaves","Leaves",2012,4,10,101,2456028,7,2012,11,1,306,2456233,9,"-9999",459,256,162,367,21.27,12.57,2.86,11.66,30.21,22.31,13.29,22.09
"1161",5206,"Mirror Lake - NBG",36.902622,-76.206039,3,"VA",201,"Cephalanthus","occidentalis","common buttonbush","Plantae",10212,498,"Leaves","Colored leaves",2012,10,25,299,2456226,7,2012,11,1,306,2456233,9,"-9999",459,256,162,367,21.27,12.57,2.86,11.66,30.21,22.31,13.29,22.09
"1162",5206,"Mirror Lake - NBG",36.902622,-76.206039,3,"VA",201,"Cephalanthus","occidentalis","common buttonbush","Plantae",10212,500,"Flowers","Flowers or flower buds",2012,5,17,138,2456065,7,2012,6,29,181,2456108,14,"-9999",459,256,162,367,21.27,12.57,2.86,11.66,30.21,22.31,13.29,22.09
"1163",5206,"Mirror Lake - NBG",36.902622,-76.206039,3,"VA",201,"Cephalanthus","occidentalis","common buttonbush","Plantae",10212,501,"Flowers","Open flowers",2012,6,14,166,2456093,7,2012,6,29,181,2456108,14,"-9999",459,256,162,367,21.27,12.57,2.86,11.66,30.21,22.31,13.29,22.09
"1164",5206,"Mirror Lake - NBG",36.902622,-76.206039,3,"VA",201,"Cephalanthus","occidentalis","common buttonbush","Plantae",10212,504,"Fruits","Recent fruit or seed drop",2012,1,5,5,2455932,-9999,2012,3,1,61,2455988,19,"-9999",459,256,162,367,21.27,12.57,2.86,11.66,30.21,22.31,13.29,22.09
"1165",5206,"Mirror Lake - NBG",36.902622,-76.206039,3,"VA",201,"Cephalanthus","occidentalis","common buttonbush","Plantae",10212,504,"Fruits","Recent fruit or seed drop",2012,10,25,299,2456226,7,2012,12,13,348,2456275,8,"-9999",459,256,162,367,21.27,12.57,2.86,11.66,30.21,22.31,13.29,22.09
"1166",5206,"Mirror Lake - NBG",36.902622,-76.206039,3,"VA",201,"Cephalanthus","occidentalis","common buttonbush","Plantae",10212,516,"Fruits","Fruits",2012,6,29,181,2456108,7,2012,11,25,330,2456257,11,"-9999",459,256,162,367,21.27,12.57,2.86,11.66,30.21,22.31,13.29,22.09
