"","site_id","latitude","longitude","elevation_in_meters","state","species_id","common_name","individual_id","phenophase_id","phenophase_description","observation_date","day_of_year","year","open_flower_estimate","max_flowers","near_max_threshold","is_near_max","peak"
"9695",32933,39.337482,-82.084541,193,"OH",197,"swamp milkweed",182301,501,"Open flowers","2019-02-20",51,2019,0,341.62,256.215,0,0
"9696",32933,39.337482,-82.084541,193,"OH",197,"swamp milkweed",182301,501,"Open flowers","2019-03-01",60,2019,0,341.62,256.215,0,0
"9697",32933,39.337482,-82.084541,193,"OH",197,"swamp milkweed",182301,501,"Open flowers","2019-03-08",67,2019,0,341.62,256.215,0,0
"9698",32933,39.337482,-82.084541,193,"OH",197,"swamp milkweed",182301,501,"Open flowers","2019-03-15",74,2019,0,341.62,256.215,0,0
"9699",32933,39.337482,-82.084541,193,"OH",197,"swamp milkweed",182301,501,"Open flowers","2019-03-22",81,2019,0,341.62,256.215,0,0
"9700",32933,39.337482,-82.084541,193,"OH",197,"swamp milkweed",182301,501,"Open flowers","2019-03-29",88,2019,0,341.62,256.215,0,0
"9701",32933,39.337482,-82.084541,193,"OH",197,"swamp milkweed",182301,501,"Open flowers","2019-04-05",95,2019,0,341.62,256.215,0,0
"9702",32933,39.337482,-82.084541,193,"OH",197,"swamp milkweed",182301,501,"Open flowers","2019-04-12",102,2019,0,341.62,256.215,0,0
"9703",32933,39.337482,-82.084541,193,"OH",197,"swamp milkweed",182301,501,"Open flowers","2019-04-19",109,2019,0,341.62,256.215,0,0
"9704",32933,39.337482,-82.084541,193,"OH",197,"swamp milkweed",182301,501,"Open flowers","2019-04-23",113,2019,0,341.62,256.215,0,0
"9705",32933,39.337482,-82.084541,193,"OH",197,"swamp milkweed",182301,501,"Open flowers","2019-04-30",120,2019,0,341.62,256.215,0,0
"9706",32933,39.337482,-82.084541,193,"OH",197,"swamp milkweed",182301,501,"Open flowers","2019-05-03",123,2019,0,341.62,256.215,0,0
"9707",32933,39.337482,-82.084541,193,"OH",197,"swamp milkweed",182301,501,"Open flowers","2019-05-24",144,2019,0,341.62,256.215,0,0
"9708",32933,39.337482,-82.084541,193,"OH",197,"swamp milkweed",182301,501,"Open flowers","2019-06-07",158,2019,NA,341.62,256.215,NA,NA
"9709",32933,39.337482,-82.084541,193,"OH",197,"swamp milkweed",182301,501,"Open flowers","2019-06-10",161,2019,NA,341.62,256.215,NA,NA
"9710",32933,39.337482,-82.084541,193,"OH",197,"swamp milkweed",182301,501,"Open flowers","2019-06-17",168,2019,NA,341.62,256.215,NA,NA
"9711",32933,39.337482,-82.084541,193,"OH",197,"swamp milkweed",182301,501,"Open flowers","2019-06-20",171,2019,NA,341.62,256.215,NA,NA
"9712",32933,39.337482,-82.084541,193,"OH",197,"swamp milkweed",182301,501,"Open flowers","2019-06-24",175,2019,NA,341.62,256.215,NA,NA
"9713",32933,39.337482,-82.084541,193,"OH",197,"swamp milkweed",182301,501,"Open flowers","2019-06-28",179,2019,203.87,341.62,256.215,0,0
"9714",32933,39.337482,-82.084541,193,"OH",197,"swamp milkweed",182301,501,"Open flowers","2019-07-02",183,2019,341.62,341.62,256.215,1,1
"9715",32933,39.337482,-82.084541,193,"OH",197,"swamp milkweed",182301,501,"Open flowers","2019-07-11",192,2019,8.4,341.62,256.215,0,0
"9716",32933,39.337482,-82.084541,193,"OH",197,"swamp milkweed",182301,501,"Open flowers","2019-07-18",199,2019,27.55,341.62,256.215,0,0
"9717",32933,39.337482,-82.084541,193,"OH",197,"swamp milkweed",182301,501,"Open flowers","2019-07-25",206,2019,341.62,341.62,256.215,1,1
"9718",32933,39.337482,-82.084541,193,"OH",197,"swamp milkweed",182301,501,"Open flowers","2019-08-01",213,2019,6.65,341.62,256.215,0,0
"9719",32933,39.337482,-82.084541,193,"OH",197,"swamp milkweed",182301,501,"Open flowers","2019-08-08",220,2019,0,341.62,256.215,0,0
"9720",32933,39.337482,-82.084541,193,"OH",197,"swamp milkweed",182302,500,"Flowers or flower buds","2019-02-15",46,2019,0,53.2,39.9,0,0
"9721",32933,39.337482,-82.084541,193,"OH",197,"swamp milkweed",182302,500,"Flowers or flower buds","2019-02-20",51,2019,0,53.2,39.9,0,0
"9722",32933,39.337482,-82.084541,193,"OH",197,"swamp milkweed",182302,500,"Flowers or flower buds","2019-03-01",60,2019,0,53.2,39.9,0,0
"9723",32933,39.337482,-82.084541,193,"OH",197,"swamp milkweed",182302,500,"Flowers or flower buds","2019-03-08",67,2019,0,53.2,39.9,0,0
"9724",32933,39.337482,-82.084541,193,"OH",197,"swamp milkweed",182302,500,"Flowers or flower buds","2019-03-15",74,2019,0,53.2,39.9,0,0
"9725",32933,39.337482,-82.084541,193,"OH",197,"swamp milkweed",182302,500,"Flowers or flower buds","2019-03-22",81,2019,0,53.2,39.9,0,0
"9726",32933,39.337482,-82.084541,193,"OH",197,"swamp milkweed",182302,500,"Flowers or flower buds","2019-03-29",88,2019,0,53.2,39.9,0,0
"9727",32933,39.337482,-82.084541,193,"OH",197,"swamp milkweed",182302,500,"Flowers or flower buds","2019-04-05",95,2019,0,53.2,39.9,0,0
"9728",32933,39.337482,-82.084541,193,"OH",197,"swamp milkweed",182302,500,"Flowers or flower buds","2019-04-12",102,2019,0,53.2,39.9,0,0
"9729",32933,39.337482,-82.084541,193,"OH",197,"swamp milkweed",182302,500,"Flowers or flower buds","2019-04-19",109,2019,0,53.2,39.9,0,0
"9730",32933,39.337482,-82.084541,193,"OH",197,"swamp milkweed",182302,500,"Flowers or flower buds","2019-04-23",113,2019,0,53.2,39.9,0,0
"9731",32933,39.337482,-82.084541,193,"OH",197,"swamp milkweed",182302,500,"Flowers or flower buds","2019-04-30",120,2019,0,53.2,39.9,0,0
"9732",32933,39.337482,-82.084541,193,"OH",197,"swamp milkweed",182302,500,"Flowers or flower buds","2019-05-03",123,2019,0,53.2,39.9,0,0
"9733",32933,39.337482,-82.084541,193,"OH",197,"swamp milkweed",182302,500,"Flowers or flower buds","2019-05-24",144,2019,0,53.2,39.9,0,0
"9734",32933,39.337482,-82.084541,193,"OH",197,"swamp milkweed",182302,500,"Flowers or flower buds","2019-06-07",158,2019,0,53.2,39.9,0,0
"9735",32933,39.337482,-82.084541,193,"OH",197,"swamp milkweed",182302,500,"Flowers or flower buds","2019-06-10",161,2019,NA,53.2,39.9,NA,NA
"9736",32933,39.337482,-82.084541,193,"OH",197,"swamp milkweed",182302,500,"Flowers or flower buds","2019-06-17",168,2019,NA,53.2,39.9,NA,NA
"9737",32933,39.337482,-82.084541,193,"OH",197,"swamp milkweed",182302,500,"Flowers or flower buds","2019-06-20",171,2019,NA,53.2,39.9,NA,NA
"9738",32933,39.337482,-82.084541,193,"OH",197,"swamp milkweed",182302,500,"Flowers or flower buds","2019-06-24",175,2019,NA,53.2,39.9,NA,NA
"9739",32933,39.337482,-82.084541,193,"OH",197,"swamp milkweed",182302,500,"Flowers or flower buds","2019-06-28",179,2019,2.8,53.2,39.9,0,0
"9740",32933,39.337482,-82.084541,193,"OH",197,"swamp milkweed",182302,500,"Flowers or flower buds","2019-07-02",183,2019,53.2,53.2,39.9,1,1
"9741",32933,39.337482,-82.084541,193,"OH",197,"swamp milkweed",182302,500,"Flowers or flower buds","2019-07-11",192,2019,0,53.2,39.9,0,0
"9742",32933,39.337482,-82.084541,193,"OH",197,"swamp milkweed",182302,500,"Flowers or flower buds","2019-07-18",199,2019,0,53.2,39.9,0,0
"9743",32933,39.337482,-82.084541,193,"OH",197,"swamp milkweed",182302,500,"Flowers or flower buds","2019-07-25",206,2019,0,53.2,39.9,0,0
"9744",32933,39.337482,-82.084541,193,"OH",197,"swamp milkweed",182302,500,"Flowers or flower buds","2019-08-01",213,2019,0,53.2,39.9,0,0
"9745",32933,39.337482,-82.084541,193,"OH",197,"swamp milkweed",182302,500,"Flowers or flower buds","2019-08-08",220,2019,0,53.2,39.9,0,0
"9746",32933,39.337482,-82.084541,193,"OH",197,"swamp milkweed",182302,501,"Open flowers","2019-02-15",46,2019,0,53.2,39.9,0,0
"9747",32933,39.337482,-82.084541,193,"OH",197,"swamp milkweed",182302,501,"Open flowers","2019-02-20",51,2019,0,53.2,39.9,0,0
"9748",32933,39.337482,-82.084541,193,"OH",197,"swamp milkweed",182302,501,"Open flowers","2019-03-01",60,2019,0,53.2,39.9,0,0
"9749",32933,39.337482,-82.084541,193,"OH",197,"swamp milkweed",182302,501,"Open flowers","2019-03-08",67,2019,0,53.2,39.9,0,0
"9750",32933,39.337482,-82.084541,193,"OH",197,"swamp milkweed",182302,501,"Open flowers","2019-03-15",74,2019,0,53.2,39.9,0,0
"9751",32933,39.337482,-82.084541,193,"OH",197,"swamp milkweed",182302,501,"Open flowers","2019-03-22",81,2019,0,53.2,39.9,0,0
"9752",32933,39.337482,-82.084541,193,"OH",197,"swamp milkweed",182302,501,"Open flowers","2019-03-29",88,2019,0,53.2,39.9,0,0
"9753",32933,39.337482,-82.084541,193,"OH",197,"swamp milkweed",182302,501,"Open flowers","2019-04-05",95,2019,0,53.2,39.9,0,0
"9754",32933,39.337482,-82.084541,193,"OH",197,"swamp milkweed",182302,501,"Open flowers","2019-04-12",102,2019,0,53.2,39.9,0,0
"9755",32933,39.337482,-82.084541,193,"OH",197,"swamp milkweed",182302,501,"Open flowers","2019-04-19",109,2019,0,53.2,39.9,0,0
"9756",32933,39.337482,-82.084541,193,"OH",197,"swamp milkweed",182302,501,"Open flowers","2019-04-23",113,2019,0,53.2,39.9,0,0
"9757",32933,39.337482,-82.084541,193,"OH",197,"swamp milkweed",182302,501,"Open flowers","2019-04-30",120,2019,0,53.2,39.9,0,0
"9758",32933,39.337482,-82.084541,193,"OH",197,"swamp milkweed",182302,501,"Open flowers","2019-05-03",123,2019,0,53.2,39.9,0,0
"9759",32933,39.337482,-82.084541,193,"OH",197,"swamp milkweed",182302,501,"Open flowers","2019-05-24",144,2019,0,53.2,39.9,0,0
"9760",32933,39.337482,-82.084541,193,"OH",197,"swamp milkweed",182302,501,"Open flowers","2019-06-07",158,2019,0,53.2,39.9,0,0
"9761",32933,39.337482,-82.084541,193,"OH",197,"swamp milkweed",182302,501,"Open flowers","2019-06-10",161,2019,NA,53.2,39.9,NA,NA
"9762",32933,39.337482,-82.084541,193,"OH",197,"swamp milkweed",182302,501,"Open flowers","2019-06-17",168,2019,NA,53.2,39.9,NA,NA
"9763",32933,39.337482,-82.084541,193,"OH",197,"swamp milkweed",182302,501,"Open flowers","2019-06-20",171,2019,NA,53.2,39.9,NA,NA
"9764",32933,39.337482,-82.084541,193,"OH",197,"swamp milkweed",182302,501,"Open flowers","2019-06-24",175,2019,NA,53.2,39.9,NA,NA
"9765",32933,39.337482,-82.084541,193,"OH",197,"swamp milkweed",182302,501,"Open flowers","2019-06-28",179,2019,2.8,53.2,39.9,0,0
"9766",32933,39.337482,-82.084541,193,"OH",197,"swamp milkweed",182302,501,"Open flowers","2019-07-02",183,2019,53.2,53.2,39.9,1,1
"9767",32933,39.337482,-82.084541,193,"OH",197,"swamp milkweed",182302,501,"Open flowers","2019-07-11",192,2019,0,53.2,39.9,0,0
"9768",32933,39.337482,-82.084541,193,"OH",197,"swamp milkweed",182302,501,"Open flowers","2019-07-18",199,2019,0,53.2,39.9,0,0
"9769",32933,39.337482,-82.084541,193,"OH",197,"swamp milkweed",182302,501,"Open flowers","2019-07-25",206,2019,0,53.2,39.9,0,0
"9770",32933,39.337482,-82.084541,193,"OH",197,"swamp milkweed",182302,501,"Open flowers","2019-08-01",213,2019,0,53.2,39.9,0,0
"9771",32933,39.337482,-82.084541,193,"OH",197,"swamp milkweed",182302,501,"Open flowers","2019-08-08",220,2019,0,53.2,39.9,0,0
"9772",32458,37.620075,-77.470818,54,"VA",197,"swamp milkweed",182505,500,"Flowers or flower buds","2019-01-28",28,2019,0,404.985,303.73875,0,0
"9773",32458,37.620075,-77.470818,54,"VA",197,"swamp milkweed",182505,500,"Flowers or flower buds","2019-02-07",38,2019,0,404.985,303.73875,0,0
"9774",32458,37.620075,-77.470818,54,"VA",197,"swamp milkweed",182505,500,"Flowers or flower buds","2019-02-26",57,2019,0,404.985,303.73875,0,0
"9775",32458,37.620075,-77.470818,54,"VA",197,"swamp milkweed",182505,500,"Flowers or flower buds","2019-02-28",59,2019,0,404.985,303.73875,0,0
"9776",32458,37.620075,-77.470818,54,"VA",197,"swamp milkweed",182505,500,"Flowers or flower buds","2019-03-05",64,2019,0,404.985,303.73875,0,0
"9777",32458,37.620075,-77.470818,54,"VA",197,"swamp milkweed",182505,500,"Flowers or flower buds","2019-03-07",66,2019,0,404.985,303.73875,0,0
"9778",32458,37.620075,-77.470818,54,"VA",197,"swamp milkweed",182505,500,"Flowers or flower buds","2019-03-12",71,2019,0,404.985,303.73875,0,0
"9779",32458,37.620075,-77.470818,54,"VA",197,"swamp milkweed",182505,500,"Flowers or flower buds","2019-03-17",76,2019,0,404.985,303.73875,0,0
"9780",32458,37.620075,-77.470818,54,"VA",197,"swamp milkweed",182505,500,"Flowers or flower buds","2019-03-18",77,2019,0,404.985,303.73875,0,0
"9781",32458,37.620075,-77.470818,54,"VA",197,"swamp milkweed",182505,500,"Flowers or flower buds","2019-03-19",78,2019,0,404.985,303.73875,0,0
"9782",32458,37.620075,-77.470818,54,"VA",197,"swamp milkweed",182505,500,"Flowers or flower buds","2019-03-21",80,2019,0,404.985,303.73875,0,0
"9783",32458,37.620075,-77.470818,54,"VA",197,"swamp milkweed",182505,500,"Flowers or flower buds","2019-03-22",81,2019,0,404.985,303.73875,0,0
"9784",32458,37.620075,-77.470818,54,"VA",197,"swamp milkweed",182505,500,"Flowers or flower buds","2019-03-27",86,2019,0,404.985,303.73875,0,0
"9785",32458,37.620075,-77.470818,54,"VA",197,"swamp milkweed",182505,500,"Flowers or flower buds","2019-03-29",88,2019,0,404.985,303.73875,0,0
"9786",32458,37.620075,-77.470818,54,"VA",197,"swamp milkweed",182505,500,"Flowers or flower buds","2019-03-30",89,2019,NA,404.985,303.73875,NA,NA
"9787",32458,37.620075,-77.470818,54,"VA",197,"swamp milkweed",182505,500,"Flowers or flower buds","2019-04-03",93,2019,0,404.985,303.73875,0,0
"9788",32458,37.620075,-77.470818,54,"VA",197,"swamp milkweed",182505,500,"Flowers or flower buds","2019-04-04",94,2019,0,404.985,303.73875,0,0
"9789",32458,37.620075,-77.470818,54,"VA",197,"swamp milkweed",182505,500,"Flowers or flower buds","2019-04-09",99,2019,0,404.985,303.73875,0,0
"9790",32458,37.620075,-77.470818,54,"VA",197,"swamp milkweed",182505,500,"Flowers or flower buds","2019-04-10",100,2019,0,404.985,303.73875,0,0
"9791",32458,37.620075,-77.470818,54,"VA",197,"swamp milkweed",182505,500,"Flowers or flower buds","2019-04-12",102,2019,0,404.985,303.73875,0,0
"9792",32458,37.620075,-77.470818,54,"VA",197,"swamp milkweed",182505,500,"Flowers or flower buds","2019-04-16",106,2019,0,404.985,303.73875,0,0
"9793",32458,37.620075,-77.470818,54,"VA",197,"swamp milkweed",182505,500,"Flowers or flower buds","2019-04-17",107,2019,0,404.985,303.73875,0,0
"9794",32458,37.620075,-77.470818,54,"VA",197,"swamp milkweed",182505,500,"Flowers or flower buds","2019-04-19",109,2019,0,404.985,303.73875,0,0
"9795",32458,37.620075,-77.470818,54,"VA",197,"swamp milkweed",182505,500,"Flowers or flower buds","2019-04-24",114,2019,0,404.985,303.73875,0,0
"9796",32458,37.620075,-77.470818,54,"VA",197,"swamp milkweed",182505,500,"Flowers or flower buds","2019-04-25",115,2019,0,404.985,303.73875,0,0
"9797",32458,37.620075,-77.470818,54,"VA",197,"swamp milkweed",182505,500,"Flowers or flower buds","2019-04-26",116,2019,0,404.985,303.73875,0,0
"9798",32458,37.620075,-77.470818,54,"VA",197,"swamp milkweed",182505,500,"Flowers or flower buds","2019-04-27",117,2019,0,404.985,303.73875,0,0
"9799",32458,37.620075,-77.470818,54,"VA",197,"swamp milkweed",182505,500,"Flowers or flower buds","2019-05-01",121,2019,0,404.985,303.73875,0,0
"9800",32458,37.620075,-77.470818,54,"VA",197,"swamp milkweed",182505,500,"Flowers or flower buds","2019-05-03",123,2019,0,404.985,303.73875,0,0
"9801",32458,37.620075,-77.470818,54,"VA",197,"swamp milkweed",182505,500,"Flowers or flower buds","2019-05-09",129,2019,0,404.985,303.73875,0,0
"9802",32458,37.620075,-77.470818,54,"VA",197,"swamp milkweed",182505,500,"Flowers or flower buds","2019-05-10",130,2019,0,404.985,303.73875,0,0
"9803",32458,37.620075,-77.470818,54,"VA",197,"swamp milkweed",182505,500,"Flowers or flower buds","2019-05-15",135,2019,0,404.985,303.73875,0,0
"9804",32458,37.620075,-77.470818,54,"VA",197,"swamp milkweed",182505,500,"Flowers or flower buds","2019-05-16",136,2019,0,404.985,303.73875,0,0
"9805",32458,37.620075,-77.470818,54,"VA",197,"swamp milkweed",182505,500,"Flowers or flower buds","2019-05-22",142,2019,0,404.985,303.73875,0,0
"9806",32458,37.620075,-77.470818,54,"VA",197,"swamp milkweed",182505,500,"Flowers or flower buds","2019-05-24",144,2019,0,404.985,303.73875,0,0
"9807",32458,37.620075,-77.470818,54,"VA",197,"swamp milkweed",182505,500,"Flowers or flower buds","2019-05-29",149,2019,NA,404.985,303.73875,NA,NA
"9808",32458,37.620075,-77.470818,54,"VA",197,"swamp milkweed",182505,500,"Flowers or flower buds","2019-05-31",151,2019,0.35,404.985,303.73875,0,0
"9809",32458,37.620075,-77.470818,54,"VA",197,"swamp milkweed",182505,500,"Flowers or flower buds","2019-06-08",159,2019,NA,404.985,303.73875,NA,NA
"9810",32458,37.620075,-77.470818,54,"VA",197,"swamp milkweed",182505,500,"Flowers or flower buds","2019-06-11",162,2019,0,404.985,303.73875,0,0
"9811",32458,37.620075,-77.470818,54,"VA",197,"swamp milkweed",182505,500,"Flowers or flower buds","2019-06-12",163,2019,NA,404.985,303.73875,NA,NA
"9812",32458,37.620075,-77.470818,54,"VA",197,"swamp milkweed",182505,500,"Flowers or flower buds","2019-06-18",169,2019,NA,404.985,303.73875,NA,NA
"9813",32458,37.620075,-77.470818,54,"VA",197,"swamp milkweed",182505,500,"Flowers or flower buds","2019-06-22",173,2019,NA,404.985,303.73875,NA,NA
"9814",32458,37.620075,-77.470818,54,"VA",197,"swamp milkweed",182505,500,"Flowers or flower buds","2019-06-26",177,2019,NA,404.985,303.73875,NA,NA
"9815",32458,37.620075,-77.470818,54,"VA",197,"swamp milkweed",182505,500,"Flowers or flower buds","2019-07-02",183,2019,NA,404.985,303.73875,NA,NA
"9816",32458,37.620075,-77.470818,54,"VA",197,"swamp milkweed",182505,500,"Flowers or flower buds","2019-07-03",184,2019,NA,404.985,303.73875,NA,NA
"9817",32458,37.620075,-77.470818,54,"VA",197,"swamp milkweed",182505,500,"Flowers or flower buds","2019-07-05",186,2019,47.6,404.985,303.73875,0,0
"9818",32458,37.620075,-77.470818,54,"VA",197,"swamp milkweed",182505,500,"Flowers or flower buds","2019-07-10",191,2019,NA,404.985,303.73875,NA,NA
"9819",32458,37.620075,-77.470818,54,"VA",197,"swamp milkweed",182505,500,"Flowers or flower buds","2019-07-11",192,2019,NA,404.985,303.73875,NA,NA
"9820",32458,37.620075,-77.470818,54,"VA",197,"swamp milkweed",182505,500,"Flowers or flower buds","2019-07-18",199,2019,53.2,404.985,303.73875,0,0
"9821",32458,37.620075,-77.470818,54,"VA",197,"swamp milkweed",182505,500,"Flowers or flower buds","2019-07-24",205,2019,NA,404.985,303.73875,NA,NA
"9822",32458,37.620075,-77.470818,54,"VA",197,"swamp milkweed",182505,500,"Flowers or flower buds","2019-07-29",210,2019,NA,404.985,303.73875,NA,NA
"9823",32458,37.620075,-77.470818,54,"VA",197,"swamp milkweed",182505,500,"Flowers or flower buds","2019-07-30",211,2019,NA,404.985,303.73875,NA,NA
"9824",32458,37.620075,-77.470818,54,"VA",197,"swamp milkweed",182505,500,"Flowers or flower buds","2019-07-31",212,2019,NA,404.985,303.73875,NA,NA
"9825",32458,37.620075,-77.470818,54,"VA",197,"swamp milkweed",182505,500,"Flowers or flower buds","2019-08-02",214,2019,404.985,404.985,303.73875,1,1
"9826",32458,37.620075,-77.470818,54,"VA",197,"swamp milkweed",182505,500,"Flowers or flower buds","2019-08-05",217,2019,NA,404.985,303.73875,NA,NA
"9827",32458,37.620075,-77.470818,54,"VA",197,"swamp milkweed",182505,500,"Flowers or flower buds","2019-08-07",219,2019,NA,404.985,303.73875,NA,NA
"9828",32458,37.620075,-77.470818,54,"VA",197,"swamp milkweed",182505,500,"Flowers or flower buds","2019-08-14",226,2019,NA,404.985,303.73875,NA,NA
"9829",32458,37.620075,-77.470818,54,"VA",197,"swamp milkweed",182505,500,"Flowers or flower buds","2019-08-19",231,2019,NA,404.985,303.73875,NA,NA
"9830",32458,37.620075,-77.470818,54,"VA",197,"swamp milkweed",182505,500,"Flowers or flower buds","2019-08-20",232,2019,0,404.985,303.73875,0,0
"9831",32458,37.620075,-77.470818,54,"VA",197,"swamp milkweed",182505,500,"Flowers or flower buds","2019-10-07",280,2019,0,404.985,303.73875,0,0
"9832",32458,37.620075,-77.470818,54,"VA",197,"swamp milkweed",182505,500,"Flowers or flower buds","2019-10-08",281,2019,0,404.985,303.73875,0,0
"9833",32458,37.620075,-77.470818,54,"VA",197,"swamp milkweed",182505,500,"Flowers or flower buds","2019-10-11",284,2019,0,404.985,303.73875,0,0
"9834",32458,37.620075,-77.470818,54,"VA",197,"swamp milkweed",182505,500,"Flowers or flower buds","2019-10-24",297,2019,0,404.985,303.73875,0,0
"9835",32458,37.620075,-77.470818,54,"VA",197,"swamp milkweed",182505,500,"Flowers or flower buds","2019-10-25",298,2019,0,404.985,303.73875,0,0
"9836",32458,37.620075,-77.470818,54,"VA",197,"swamp milkweed",182505,500,"Flowers or flower buds","2019-10-29",302,2019,0,404.985,303.73875,0,0
"9837",32458,37.620075,-77.470818,54,"VA",197,"swamp milkweed",182505,500,"Flowers or flower buds","2019-11-06",310,2019,0,404.985,303.73875,0,0
"9838",32458,37.620075,-77.470818,54,"VA",197,"swamp milkweed",182505,500,"Flowers or flower buds","2019-11-08",312,2019,0,404.985,303.73875,0,0
"9839",32458,37.620075,-77.470818,54,"VA",197,"swamp milkweed",182505,500,"Flowers or flower buds","2019-11-25",329,2019,0,404.985,303.73875,0,0
"9840",32458,37.620075,-77.470818,54,"VA",197,"swamp milkweed",182505,500,"Flowers or flower buds","2019-11-27",331,2019,0,404.985,303.73875,0,0
"9841",32458,37.620075,-77.470818,54,"VA",197,"swamp milkweed",182505,500,"Flowers or flower buds","2019-12-11",345,2019,0,404.985,303.73875,0,0
"9842",32458,37.620075,-77.470818,54,"VA",197,"swamp milkweed",182505,500,"Flowers or flower buds","2019-12-12",346,2019,0,404.985,303.73875,0,0
"9843",32458,37.620075,-77.470818,54,"VA",197,"swamp milkweed",182505,501,"Open flowers","2019-01-28",28,2019,0,404.985,303.73875,0,0
"9844",32458,37.620075,-77.470818,54,"VA",197,"swamp milkweed",182505,501,"Open flowers","2019-02-07",38,2019,0,404.985,303.73875,0,0
"9845",32458,37.620075,-77.470818,54,"VA",197,"swamp milkweed",182505,501,"Open flowers","2019-02-26",57,2019,0,404.985,303.73875,0,0
"9846",32458,37.620075,-77.470818,54,"VA",197,"swamp milkweed",182505,501,"Open flowers","2019-02-28",59,2019,0,404.985,303.73875,0,0
"9847",32458,37.620075,-77.470818,54,"VA",197,"swamp milkweed",182505,501,"Open flowers","2019-03-05",64,2019,0,404.985,303.73875,0,0
"9848",32458,37.620075,-77.470818,54,"VA",197,"swamp milkweed",182505,501,"Open flowers","2019-03-07",66,2019,0,404.985,303.73875,0,0
"9849",32458,37.620075,-77.470818,54,"VA",197,"swamp milkweed",182505,501,"Open flowers","2019-03-12",71,2019,0,404.985,303.73875,0,0
"9850",32458,37.620075,-77.470818,54,"VA",197,"swamp milkweed",182505,501,"Open flowers","2019-03-17",76,2019,0,404.985,303.73875,0,0
"9851",32458,37.620075,-77.470818,54,"VA",197,"swamp milkweed",182505,501,"Open flowers","2019-03-18",77,2019,0,404.985,303.73875,0,0
"9852",32458,37.620075,-77.470818,54,"VA",197,"swamp milkweed",182505,501,"Open flowers","2019-03-19",78,2019,0,404.985,303.73875,0,0
"9853",32458,37.620075,-77.470818,54,"VA",197,"swamp milkweed",182505,501,"Open flowers","2019-03-21",80,2019,0,404.985,303.73875,0,0
"9854",32458,37.620075,-77.470818,54,"VA",197,"swamp milkweed",182505,501,"Open flowers","2019-03-22",81,2019,0,404.985,303.73875,0,0
"9855",32458,37.620075,-77.470818,54,"VA",197,"swamp milkweed",182505,501,"Open flowers","2019-03-27",86,2019,0,404.985,303.73875,0,0
"9856",32458,37.620075,-77.470818,54,"VA",197,"swamp milkweed",182505,501,"Open flowers","2019-03-29",88,2019,0,404.985,303.73875,0,0
"9857",32458,37.620075,-77.470818,54,"VA",197,"swamp milkweed",182505,501,"Open flowers","2019-03-30",89,2019,NA,404.985,303.73875,NA,NA
"9858",32458,37.620075,-77.470818,54,"VA",197,"swamp milkweed",182505,501,"Open flowers","2019-04-03",93,2019,0,404.985,303.73875,0,0
"9859",32458,37.620075,-77.470818,54,"VA",197,"swamp milkweed",182505,501,"Open flowers","2019-04-04",94,2019,0,404.985,303.73875,0,0
"9860",32458,37.620075,-77.470818,54,"VA",197,"swamp milkweed",182505,501,"Open flowers","2019-04-09",99,2019,0,404.985,303.73875,0,0
"9861",32458,37.620075,-77.470818,54,"VA",197,"swamp milkweed",182505,501,"Open flowers","2019-04-10",100,2019,0,404.985,303.73875,0,0
"9862",32458,37.620075,-77.470818,54,"VA",197,"swamp milkweed",182505,501,"Open flowers","2019-04-12",102,2019,0,404.985,303.73875,0,0
"9863",32458,37.620075,-77.470818,54,"VA",197,"swamp milkweed",182505,501,"Open flowers","2019-04-16",106,2019,0,404.985,303.73875,0,0
"9864",32458,37.620075,-77.470818,54,"VA",197,"swamp milkweed",182505,501,"Open flowers","2019-04-17",107,2019,0,404.985,303.73875,0,0
"9865",32458,37.620075,-77.470818,54,"VA",197,"swamp milkweed",182505,501,"Open flowers","2019-04-19",109,2019,0,404.985,303.73875,0,0
"9866",32458,37.620075,-77.470818,54,"VA",197,"swamp milkweed",182505,501,"Open flowers","2019-04-24",114,2019,0,404.985,303.73875,0,0
"9867",32458,37.620075,-77.470818,54,"VA",197,"swamp milkweed",182505,501,"Open flowers","2019-04-25",115,2019,0,404.985,303.73875,0,0
"9868",32458,37.620075,-77.470818,54,"VA",197,"swamp milkweed",182505,501,"Open flowers","2019-04-26",116,2019,0,404.985,303.73875,0,0
"9869",32458,37.620075,-77.470818,54,"VA",197,"swamp milkweed",182505,501,"Open flowers","2019-04-27",117,2019,0,404.985,303.73875,0,0
"9870",32458,37.620075,-77.470818,54,"VA",197,"swamp milkweed",182505,501,"Open flowers","2019-05-01",121,2019,0,404.985,303.73875,0,0
"9871",32458,37.620075,-77.470818,54,"VA",197,"swamp milkweed",182505,501,"Open flowers","2019-05-03",123,2019,0,404.985,303.73875,0,0
"9872",32458,37.620075,-77.470818,54,"VA",197,"swamp milkweed",182505,501,"Open flowers","2019-05-09",129,2019,0,404.985,303.73875,0,0
"9873",32458,37.620075,-77.470818,54,"VA",197,"swamp milkweed",182505,501,"Open flowers","2019-05-10",130,2019,0,404.985,303.73875,0,0
"9874",32458,37.620075,-77.470818,54,"VA",197,"swamp milkweed",182505,501,"Open flowers","2019-05-15",135,2019,0,404.985,303.73875,0,0
"9875",32458,37.620075,-77.470818,54,"VA",197,"swamp milkweed",182505,501,"Open flowers","2019-05-16",136,2019,0,404.985,303.73875,0,0
