"","ind_pp_year","site_id","site_name","latitude","longitude","elevation_in_meters","state","species_id","genus","species","common_name","kingdom","individual_id","phenophase_id","phenophase_category","phenophase_description","first_yes_year","first_yes_month","first_yes_day","first_yes_doy","first_yes_julian_date","numdays_since_prior_no","last_yes_year","last_yes_month","last_yes_day","last_yes_doy","last_yes_julian_date","numdays_until_next_no","observed_status_conflict_flag","prcp_summer","prcp_fall","prcp_winter","prcp_spring","tmin_summer","tmin_fall","tmin_winter","tmin_spring","tmax_summer","tmax_fall","tmax_winter","tmax_spring","year","peak_onset_doy","peak_end_doy","peak_duration","discontinuous_peak"
"502","168010_501_2018",30839,"my aunts backyard",37.76696,-122.18943,13,"CA",197,"Asclepias","incarnata","swamp milkweed","Plantae",168010,501,"Flowers","Open flowers",2018,5,29,149,2458268,-9999,2018,5,31,151,2458270,-9999,"-9999",0,112,139,200,13.42,12.52,6.87,9.45,24.08,23.3,16.38,18.85,2018,149,151,3,NA
"503","169164_501_2018",30106,"como lake and perimeter",44.980595,-93.127975,284,"MN",1334,"Asclepias","perennis","aquatic milkweed","Plantae",169164,501,"Flowers","Open flowers",2018,6,19,170,2458289,-9999,2018,6,19,170,2458289,-9999,"-9999",331,168,98,198,17,4.55,-14.19,0.88,27.28,14.57,-4.48,12.21,2018,170,170,1,NA
"504","169908_390_2018",30973,"back deck",37.595982,-77.581596,65,"VA",197,"Asclepias","incarnata","swamp milkweed","Plantae",169908,390,"Fruits","Ripe fruits",2018,8,30,242,2458361,3,2018,9,11,254,2458373,2,"-9999",441,217,173,422,19.26,9.21,-1.94,7.16,30.2,21.85,10.19,19.9,2018,245,247,3,NA
"505","169908_390_2019",30973,"back deck",37.595982,-77.581596,65,"VA",197,"Asclepias","incarnata","swamp milkweed","Plantae",169908,390,"Fruits","Ripe fruits",2019,8,29,241,2458725,5,2019,9,5,248,2458732,5,"-9999",438,517,302,242,18.92,10.66,-0.89,8.71,30.88,20.81,10.13,21.7,2019,246,246,1,NA
"506","169908_390_2020",30973,"back deck",37.595982,-77.581596,65,"VA",197,"Asclepias","incarnata","swamp milkweed","Plantae",169908,390,"Fruits","Ripe fruits",2020,8,1,214,2459063,2,2020,8,1,214,2459063,8,"-9999",599.97,190.89,273.97,242.62,19.85,9.65,0.13,7.81,30.98,21.97,11.73,20.45,2020,246,246,1,NA
"507","169908_390_2021",30973,"back deck",37.595982,-77.581596,65,"VA",197,"Asclepias","incarnata","swamp milkweed","Plantae",169908,390,"Fruits","Ripe fruits",2021,8,20,232,2459447,6,2021,9,8,251,2459466,10,"-9999",447.25,400.58,387.46,264.16,19.46,9.89,-1.55,6.83,30.76,21.88,8.96,21.48,2021,232,232,1,NA
"508","169908_501_2018",30973,"back deck",37.595982,-77.581596,65,"VA",197,"Asclepias","incarnata","swamp milkweed","Plantae",169908,501,"Flowers","Open flowers",2018,7,4,185,2458304,1,2018,8,5,217,2458336,3,"-9999",441,217,173,422,19.26,9.21,-1.94,7.16,30.2,21.85,10.19,19.9,2018,189,208,20,1
"509","169908_501_2019",30973,"back deck",37.595982,-77.581596,65,"VA",197,"Asclepias","incarnata","swamp milkweed","Plantae",169908,501,"Flowers","Open flowers",2019,5,24,144,2458628,4,2019,6,6,157,2458641,7,"-9999",438,517,302,242,18.92,10.66,-0.89,8.71,30.88,20.81,10.13,21.7,2019,149,201,53,1
"510","169908_501_2020",30973,"back deck",37.595982,-77.581596,65,"VA",197,"Asclepias","incarnata","swamp milkweed","Plantae",169908,501,"Flowers","Open flowers",2020,6,5,157,2459006,5,2020,8,9,222,2459071,7,"-9999",599.97,190.89,273.97,242.62,19.85,9.65,0.13,7.81,30.98,21.97,11.73,20.45,2020,165,214,50,1
"511","169908_501_2021",30973,"back deck",37.595982,-77.581596,65,"VA",197,"Asclepias","incarnata","swamp milkweed","Plantae",169908,501,"Flowers","Open flowers",2021,6,4,155,2459370,16,2021,8,14,226,2459441,6,"-9999",447.25,400.58,387.46,264.16,19.46,9.89,-1.55,6.83,30.76,21.88,8.96,21.48,2021,195,195,1,NA
"512","170045_501_2018",26641,"home yard",30.371868,-87.619705,1,"AL",197,"Asclepias","incarnata","swamp milkweed","Plantae",170045,501,"Flowers","Open flowers",2018,6,27,178,2458297,-9999,2018,8,29,241,2458360,13,"-9999",561,444,338,292,23.71,16.79,8.44,14.7,32.07,27.18,18.19,25.57,2018,178,241,64,NA
"513","170045_501_2019",26641,"home yard",30.371868,-87.619705,1,"AL",197,"Asclepias","incarnata","swamp milkweed","Plantae",170045,501,"Flowers","Open flowers",2019,5,8,128,2458612,7,2019,9,19,262,2458746,6,"-9999",577,556,565,289,23.89,17.4,9.44,14.95,32.68,26.82,18.33,25.07,2019,136,240,105,1
"514","170045_501_2020",26641,"home yard",30.371868,-87.619705,1,"AL",197,"Asclepias","incarnata","swamp milkweed","Plantae",170045,501,"Flowers","Open flowers",2020,4,22,113,2458962,7,2020,5,13,134,2458983,7,"-9999",781.04,244.7,405.01,201.63,24.03,16.67,9.49,16.95,31.85,27.63,18.65,26.65,2020,197,232,36,NA
"515","170505_501_2018",31048,"Home",43.066502,-89.486526,291,"WI",202,"Echinacea","purpurea","eastern purple coneflower","Plantae",170505,501,"Flowers","Open flowers",2018,7,1,182,2458301,-9999,2018,7,15,196,2458315,-9999,"-9999",693,138,145,346,15.97,4.74,-11.2,1.06,26.84,16.13,-1.79,12.92,2018,196,196,1,NA
"516","170608_501_2018",31065,"Home",34.933678,-82.322105,293,"SC",202,"Echinacea","purpurea","eastern purple coneflower","Plantae",170608,501,"Flowers","Open flowers",2018,7,9,190,2458309,-9999,2018,7,12,193,2458312,-9999,"-9999",358,328,302,455,20.17,11.15,1.61,9.46,31.17,23.25,12.99,21.77,2018,190,190,1,NA
"517","171073_501_2018",31066,"Roper Mountain Science Center",34.837082,-82.308205,326,"SC",202,"Echinacea","purpurea","eastern purple coneflower","Plantae",171073,501,"Flowers","Open flowers",2018,7,14,195,2458314,-9999,2018,7,14,195,2458314,-9999,"-9999",419,332,311,458,20.15,11.1,1.48,9.3,30.89,23.12,13,21.65,NA,NA,NA,NA,NA
"518","171406_501_2018",31169,"Plant Growth University of MN",44.986912,-93.179863,291,"MN",202,"Echinacea","purpurea","eastern purple coneflower","Plantae",171406,501,"Flowers","Open flowers",2018,7,25,206,2458325,-9999,2018,7,25,206,2458325,-9999,"-9999",310,180,92,195,16.98,4.45,-14.23,0.84,27.24,14.51,-4.51,12.19,2018,206,206,1,NA
"519","171995_501_2018",31312,"home",39.665676,-105.349571,2317,"CO",931,"Monarda","fistulosa","wild bergamot","Plantae",171995,501,"Flowers","Open flowers",2018,8,13,225,2458344,2,2018,8,24,236,2458355,-9999,"-9999",115.34,133.69,48.61,138.29,9.63,0.84,-8.23,-1.06,25.64,15.58,6.37,13.62,2018,225,236,12,NA
"520","171995_501_2019",31312,"home",39.665676,-105.349571,2317,"CO",931,"Monarda","fistulosa","wild bergamot","Plantae",171995,501,"Flowers","Open flowers",2019,8,10,222,2458706,27,2019,9,1,244,2458728,54,"-9999",161,84,66,181,8.73,-0.05,-10.01,-3.16,25.07,14.2,4.66,10.68,2019,222,222,1,NA
"521","172118_390_2018",31336,"Mirror Lake-NBG",36.901581,-76.200203,8,"VA",201,"Cephalanthus","occidentalis","common buttonbush","Plantae",172118,390,"Fruits","Ripe fruits",2018,9,12,255,2458374,6,2018,12,30,364,2458483,-9999,"-9999",516.88,229.03,194.98,358.16,21.28,12.56,0.52,9.43,30.46,22.47,11.47,19.62,2018,301,307,7,NA
"522","172118_390_2019",31336,"Mirror Lake-NBG",36.901581,-76.200203,8,"VA",201,"Cephalanthus","occidentalis","common buttonbush","Plantae",172118,390,"Fruits","Ripe fruits",2019,1,7,7,2458491,-9999,2019,1,7,7,2458491,19,"-9999",432,337,372,265,20.92,13.57,2.21,10.8,30.84,22.66,12.15,21.65,2019,242,329,88,NA
"523","172118_501_2019",31336,"Mirror Lake-NBG",36.901581,-76.200203,8,"VA",201,"Cephalanthus","occidentalis","common buttonbush","Plantae",172118,501,"Flowers","Open flowers",2019,6,22,173,2458657,22,2019,7,12,193,2458677,16,"-9999",432,337,372,265,20.92,13.57,2.21,10.8,30.84,22.66,12.15,21.65,2019,193,193,1,NA
"524","172119_390_2018",31336,"Mirror Lake-NBG",36.901581,-76.200203,8,"VA",201,"Cephalanthus","occidentalis","common buttonbush","Plantae",172119,390,"Fruits","Ripe fruits",2018,9,23,266,2458385,11,2018,12,30,364,2458483,-9999,"-9999",516.88,229.03,194.98,358.16,21.28,12.56,0.52,9.43,30.46,22.47,11.47,19.62,2018,301,329,29,NA
"525","172119_390_2019",31336,"Mirror Lake-NBG",36.901581,-76.200203,8,"VA",201,"Cephalanthus","occidentalis","common buttonbush","Plantae",172119,390,"Fruits","Ripe fruits",2019,1,7,7,2458491,-9999,2019,1,26,26,2458510,22,"-9999",432,337,372,265,20.92,13.57,2.21,10.8,30.84,22.66,12.15,21.65,2019,262,329,68,1
"526","172119_501_2019",31336,"Mirror Lake-NBG",36.901581,-76.200203,8,"VA",201,"Cephalanthus","occidentalis","common buttonbush","Plantae",172119,501,"Flowers","Open flowers",2019,6,22,173,2458657,22,2019,6,22,173,2458657,20,"-9999",432,337,372,265,20.92,13.57,2.21,10.8,30.84,22.66,12.15,21.65,NA,NA,NA,NA,NA
"527","172125_390_2018",31338,"VA Natives Garden-NBG",36.901581,-76.200203,8,"VA",201,"Cephalanthus","occidentalis","common buttonbush","Plantae",172125,390,"Fruits","Ripe fruits",2018,8,23,235,2458354,-9999,2018,12,16,350,2458469,14,"-9999",516.88,229.03,194.98,358.16,21.28,12.56,0.52,9.43,30.46,22.47,11.47,19.62,2018,255,277,23,NA
"528","172125_390_2019",31338,"VA Natives Garden-NBG",36.901581,-76.200203,8,"VA",201,"Cephalanthus","occidentalis","common buttonbush","Plantae",172125,390,"Fruits","Ripe fruits",2019,1,7,7,2458491,-9999,2019,1,7,7,2458491,19,"-9999",432,337,372,265,20.92,13.57,2.21,10.8,30.84,22.66,12.15,21.65,NA,NA,NA,NA,NA
"529","172330_390_2018",31132,"Ashbrook",44.550812,-123.293312,71,"OR",224,"Asclepias","speciosa","showy milkweed","Plantae",172330,390,"Fruits","Ripe fruits",2018,10,12,285,2458404,8,2018,10,25,298,2458417,-9999,"-9999",20,367,274,224,10.02,5.93,1.51,4.55,27.56,18.42,9.17,16.41,2018,305,305,1,NA
"530","172330_390_2019",31132,"Ashbrook",44.550812,-123.293312,71,"OR",224,"Asclepias","speciosa","showy milkweed","Plantae",172330,390,"Fruits","Ripe fruits",2019,9,2,245,2458729,88,2019,9,12,255,2458739,7,"-9999",31,178,488,265,10.24,5.45,0.58,4.33,26.6,18.64,8.32,16.98,2019,245,245,1,NA
"531","172330_501_2019",31132,"Ashbrook",44.550812,-123.293312,71,"OR",224,"Asclepias","speciosa","showy milkweed","Plantae",172330,501,"Flowers","Open flowers",2019,6,6,157,2458641,7,2019,6,6,157,2458641,88,"-9999",31,178,488,265,10.24,5.45,0.58,4.33,26.6,18.64,8.32,16.98,NA,NA,NA,NA,NA
"532","172331_390_2019",31132,"Ashbrook",44.550812,-123.293312,71,"OR",224,"Asclepias","speciosa","showy milkweed","Plantae",172331,390,"Fruits","Ripe fruits",2019,9,2,245,2458729,88,2019,9,12,255,2458739,7,"-9999",31,178,488,265,10.24,5.45,0.58,4.33,26.6,18.64,8.32,16.98,2019,245,245,1,NA
"533","172331_501_2018",31132,"Ashbrook",44.550812,-123.293312,71,"OR",224,"Asclepias","speciosa","showy milkweed","Plantae",172331,501,"Flowers","Open flowers",2018,8,23,235,2458354,-9999,2018,8,30,242,2458361,7,"-9999",20,367,274,224,10.02,5.93,1.51,4.55,27.56,18.42,9.17,16.41,2018,235,235,1,NA
"534","172332_390_2018",31132,"Ashbrook",44.550812,-123.293312,71,"OR",224,"Asclepias","speciosa","showy milkweed","Plantae",172332,390,"Fruits","Ripe fruits",2018,10,19,292,2458411,7,2018,11,1,305,2458424,-9999,"-9999",20,367,274,224,10.02,5.93,1.51,4.55,27.56,18.42,9.17,16.41,2018,305,305,1,NA
"535","172332_390_2019",31132,"Ashbrook",44.550812,-123.293312,71,"OR",224,"Asclepias","speciosa","showy milkweed","Plantae",172332,390,"Fruits","Ripe fruits",2019,9,12,255,2458739,10,2019,9,12,255,2458739,7,"-9999",31,178,488,265,10.24,5.45,0.58,4.33,26.6,18.64,8.32,16.98,2019,255,255,1,NA
"536","172333_390_2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019,245,245,1,NA
"537","172333_501_2019",31132,"Ashbrook",44.550812,-123.293312,71,"OR",224,"Asclepias","speciosa","showy milkweed","Plantae",172333,501,"Flowers","Open flowers",2019,6,6,157,2458641,7,2019,6,6,157,2458641,88,"-9999",31,178,488,265,10.24,5.45,0.58,4.33,26.6,18.64,8.32,16.98,2019,157,157,1,NA
"538","172334_390_2019",31132,"Ashbrook",44.550812,-123.293312,71,"OR",224,"Asclepias","speciosa","showy milkweed","Plantae",172334,390,"Fruits","Ripe fruits",2019,9,2,245,2458729,88,2019,9,19,262,2458746,6,"-9999",31,178,488,265,10.24,5.45,0.58,4.33,26.6,18.64,8.32,16.98,2019,245,245,1,NA
"539","172334_501_2019",31132,"Ashbrook",44.550812,-123.293312,71,"OR",224,"Asclepias","speciosa","showy milkweed","Plantae",172334,501,"Flowers","Open flowers",2019,6,6,157,2458641,7,2019,6,6,157,2458641,88,"-9999",31,178,488,265,10.24,5.45,0.58,4.33,26.6,18.64,8.32,16.98,NA,NA,NA,NA,NA
"540","172488_390_2018",22981,"Overlook Trail",41.559528,-93.278351,274,"IA",204,"Liatris","aspera","tall blazing star","Plantae",172488,390,"Fruits","Ripe fruits",2018,10,11,284,2458403,9,2018,10,17,290,2458409,6,"-9999",346,185,56,192,17.55,5.9,-10.26,3.52,29.23,18.16,0.37,15.39,2018,284,290,7,NA
"541","172488_390_2019",22981,"Overlook Trail",41.559528,-93.278351,274,"IA",204,"Liatris","aspera","tall blazing star","Plantae",172488,390,"Fruits","Ripe fruits",2019,10,16,289,2458773,7,2019,11,6,310,2458794,7,"-9999",252,413,156,333,16.95,4.53,-10.29,2.92,28.17,14.91,-0.15,14.43,2019,294,294,1,NA
"542","172488_501_2018",22981,"Overlook Trail",41.559528,-93.278351,274,"IA",204,"Liatris","aspera","tall blazing star","Plantae",172488,501,"Flowers","Open flowers",2018,9,6,249,2458368,-9999,2018,9,11,254,2458373,8,"-9999",346,185,56,192,17.55,5.9,-10.26,3.52,29.23,18.16,0.37,15.39,2018,249,249,1,NA
"543","172488_501_2019",22981,"Overlook Trail",41.559528,-93.278351,274,"IA",204,"Liatris","aspera","tall blazing star","Plantae",172488,501,"Flowers","Open flowers",2019,8,28,240,2458724,9,2019,9,11,254,2458738,7,"-9999",252,413,156,333,16.95,4.53,-10.29,2.92,28.17,14.91,-0.15,14.43,2019,248,248,1,NA
"544","173389_390_2018",31555,"Chaney Trail",34.210396,-118.12397,779,"CA",207,"Symphyotrichum","ericoides","white heath aster","Plantae",173389,390,"Fruits","Ripe fruits",2018,9,12,255,2458374,2,2018,9,12,255,2458374,55,"-9999",0,22,105,239,18.32,14.05,8.61,9.46,30.14,25.31,18.98,19.51,2018,255,255,1,NA
"545","173389_501_2018",31555,"Chaney Trail",34.210396,-118.12397,779,"CA",207,"Symphyotrichum","ericoides","white heath aster","Plantae",173389,501,"Flowers","Open flowers",2018,9,4,247,2458366,-9999,2018,11,6,310,2458429,-9999,"-9999",0,22,105,239,18.32,14.05,8.61,9.46,30.14,25.31,18.98,19.51,2018,247,253,7,NA
"546","174590_390_2018",27856,"Home Fayer",44.440258,-103.879349,1477,"SD",202,"Echinacea","purpurea","eastern purple coneflower","Plantae",174590,390,"Fruits","Ripe fruits",2018,10,1,274,2458393,-9999,2018,11,3,307,2458426,14,"-9999",375,106,128,275,12.28,1.95,-11.33,-0.14,25.9,15.26,0.94,12.28,NA,NA,NA,NA,NA
"547","174590_390_2019",27856,"Home Fayer",44.440258,-103.879349,1477,"SD",202,"Echinacea","purpurea","eastern purple coneflower","Plantae",174590,390,"Fruits","Ripe fruits",2019,10,16,289,2458773,28,2019,10,16,289,2458773,-9999,"-9999",310,103,120,341,11.23,0.86,-11.06,-2.33,24.67,13.15,0.46,9.38,NA,NA,NA,NA,NA
"548","174590_390_2020",27856,"Home Fayer",44.440258,-103.879349,1477,"SD",202,"Echinacea","purpurea","eastern purple coneflower","Plantae",174590,390,"Fruits","Ripe fruits",2020,9,12,256,2459105,7,2020,11,3,308,2459157,34,"-9999",204.05,231.81,110.9,159.83,11.78,-0.21,-7.91,-0.95,27.48,12.22,3.35,12.29,NA,NA,NA,NA,NA
"549","174590_390_2021",27856,"Home Fayer",44.440258,-103.879349,1477,"SD",202,"Echinacea","purpurea","eastern purple coneflower","Plantae",174590,390,"Fruits","Ripe fruits",2021,9,3,246,2459461,5,2021,11,8,312,2459527,10,"-9999",184.78,110.27,59.74,184.11,13.09,0.86,-9.09,-0.33,28.89,14.66,2.07,12.79,NA,NA,NA,NA,NA
"550","174590_390_2022",27856,"Home Fayer",44.440258,-103.879349,1477,"SD",202,"Echinacea","purpurea","eastern purple coneflower","Plantae",174590,390,"Fruits","Ripe fruits",2022,8,25,237,2459817,23,2022,8,25,237,2459817,13,"-9999",207.78,165.61,70.89,251.72,12.5646739130435,3.39340659340659,-9.58333333333333,-1.59989130434783,28.0723913043478,17.1754945054945,3.45288888888889,11.2721739130435,NA,NA,NA,NA,NA
"551","174590_501_2018",27856,"Home Fayer",44.440258,-103.879349,1477,"SD",202,"Echinacea","purpurea","eastern purple coneflower","Plantae",174590,501,"Flowers","Open flowers",2018,10,1,274,2458393,-9999,2018,10,1,274,2458393,24,"-9999",375,106,128,275,12.28,1.95,-11.33,-0.14,25.9,15.26,0.94,12.28,NA,NA,NA,NA,NA
"552","174590_501_2019",27856,"Home Fayer",44.440258,-103.879349,1477,"SD",202,"Echinacea","purpurea","eastern purple coneflower","Plantae",174590,501,"Flowers","Open flowers",2019,8,15,227,2458711,7,2019,10,16,289,2458773,-9999,"-9999",310,103,120,341,11.23,0.86,-11.06,-2.33,24.67,13.15,0.46,9.38,2019,244,289,46,1
"553","174590_501_2020",27856,"Home Fayer",44.440258,-103.879349,1477,"SD",202,"Echinacea","purpurea","eastern purple coneflower","Plantae",174590,501,"Flowers","Open flowers",2020,7,21,203,2459052,5,2020,7,21,203,2459052,7,"-9999",204.05,231.81,110.9,159.83,11.78,-0.21,-7.91,-0.95,27.48,12.22,3.35,12.29,2020,226,270,45,NA
"554","174590_501_2021",27856,"Home Fayer",44.440258,-103.879349,1477,"SD",202,"Echinacea","purpurea","eastern purple coneflower","Plantae",174590,501,"Flowers","Open flowers",2021,7,26,207,2459422,3,2021,9,25,268,2459483,14,"-9999",184.78,110.27,59.74,184.11,13.09,0.86,-9.09,-0.33,28.89,14.66,2.07,12.79,2021,241,268,28,1
"555","174590_501_2022",27856,"Home Fayer",44.440258,-103.879349,1477,"SD",202,"Echinacea","purpurea","eastern purple coneflower","Plantae",174590,501,"Flowers","Open flowers",2022,8,25,237,2459817,23,2022,9,22,265,2459845,17,"-9999",207.78,165.61,70.89,251.72,12.5646739130435,3.39340659340659,-9.58333333333333,-1.59989130434783,28.0723913043478,17.1754945054945,3.45288888888889,11.2721739130435,2022,250,259,10,NA
"556","176832_390_2022",28148,"Hassayampa River Preserve",33.933048,-112.694969,598,"AZ",1163,"Salix","gooddingii","Goodding's willow","Plantae",176832,390,"Fruits","Ripe fruits",2022,4,10,100,2459680,7,2022,4,10,100,2459680,6,"MultiObserver-StatusConflict",136.67,11.34,25.15,6.19,25.5515217391304,16.6543956043956,6.54544444444444,14.0496739130435,38.8059782608696,30.2712087912088,19.0355555555556,29.3278260869565,2022,100,100,1,NA
"557","176832_501_2019",28148,"Hassayampa River Preserve",33.933048,-112.694969,598,"AZ",1163,"Salix","gooddingii","Goodding's willow","Plantae",176832,501,"Flowers","Open flowers",2019,3,31,90,2458574,5,2019,4,21,111,2458595,14,"-9999",31,208,93,11,24.55,15.55,4.97,12.03,39.47,28.61,16.62,26.52,2019,90,90,1,NA
"558","176832_501_2020",28148,"Hassayampa River Preserve",33.933048,-112.694969,598,"AZ",1163,"Salix","gooddingii","Goodding's willow","Plantae",176832,501,"Flowers","Open flowers",2020,2,29,60,2458909,6,2020,4,5,96,2458945,35,"-9999",30.84,130.68,96.14,59.33,25.61,14.84,5.75,13.46,40.45,29.08,17.92,27.97,2020,82,89,8,NA
"559","176832_501_2021",28148,"Hassayampa River Preserve",33.933048,-112.694969,598,"AZ",1163,"Salix","gooddingii","Goodding's willow","Plantae",176832,501,"Flowers","Open flowers",2021,3,14,73,2459288,7,2021,4,2,92,2459307,9,"-9999",100.7,0.78,70.03,2.72,25.63,17.05,6.05,13.6,38.99,31.89,18.96,28.53,2021,86,86,1,NA
"560","176833_390_2020",28148,"Hassayampa River Preserve",33.933048,-112.694969,598,"AZ",1163,"Salix","gooddingii","Goodding's willow","Plantae",176833,390,"Fruits","Ripe fruits",2020,5,24,145,2458994,7,2020,7,19,201,2459050,133,"-9999",30.84,130.68,96.14,59.33,25.61,14.84,5.75,13.46,40.45,29.08,17.92,27.97,2020,159,201,43,NA
"561","176833_390_2021",28148,"Hassayampa River Preserve",33.933048,-112.694969,598,"AZ",1163,"Salix","gooddingii","Goodding's willow","Plantae",176833,390,"Fruits","Ripe fruits",2021,4,18,108,2459323,7,2021,6,27,178,2459393,7,"-9999",100.7,0.78,70.03,2.72,25.63,17.05,6.05,13.6,38.99,31.89,18.96,28.53,2021,143,150,8,NA
"562","176833_390_2022",28148,"Hassayampa River Preserve",33.933048,-112.694969,598,"AZ",1163,"Salix","gooddingii","Goodding's willow","Plantae",176833,390,"Fruits","Ripe fruits",2022,5,1,121,2459701,15,2022,6,5,156,2459736,119,"-9999",136.67,11.34,25.15,6.19,25.5515217391304,16.6543956043956,6.54544444444444,14.0496739130435,38.8059782608696,30.2712087912088,19.0355555555556,29.3278260869565,2022,142,142,1,NA
"563","176833_501_2019",28148,"Hassayampa River Preserve",33.933048,-112.694969,598,"AZ",1163,"Salix","gooddingii","Goodding's willow","Plantae",176833,501,"Flowers","Open flowers",2019,3,31,90,2458574,4,2019,4,21,111,2458595,14,"-9999",31,208,93,11,24.55,15.55,4.97,12.03,39.47,28.61,16.62,26.52,2019,90,90,1,NA
"564","176833_501_2020",28148,"Hassayampa River Preserve",33.933048,-112.694969,598,"AZ",1163,"Salix","gooddingii","Goodding's willow","Plantae",176833,501,"Flowers","Open flowers",2020,3,15,75,2458924,15,2020,4,12,103,2458952,21,"-9999",30.84,130.68,96.14,59.33,25.61,14.84,5.75,13.46,40.45,29.08,17.92,27.97,2020,152,173,22,NA
"565","176833_501_2021",28148,"Hassayampa River Preserve",33.933048,-112.694969,598,"AZ",1163,"Salix","gooddingii","Goodding's willow","Plantae",176833,501,"Flowers","Open flowers",2021,4,2,92,2459307,6,2021,5,23,143,2459358,7,"-9999",100.7,0.78,70.03,2.72,25.63,17.05,6.05,13.6,38.99,31.89,18.96,28.53,2021,115,115,1,NA
"566","176833_501_2022",28148,"Hassayampa River Preserve",33.933048,-112.694969,598,"AZ",1163,"Salix","gooddingii","Goodding's willow","Plantae",176833,501,"Flowers","Open flowers",2022,4,16,106,2459686,6,2022,6,5,156,2459736,119,"-9999",136.67,11.34,25.15,6.19,25.5515217391304,16.6543956043956,6.54544444444444,14.0496739130435,38.8059782608696,30.2712087912088,19.0355555555556,29.3278260869565,2022,142,142,1,NA
"567","176834_501_2019",28148,"Hassayampa River Preserve",33.933048,-112.694969,598,"AZ",1163,"Salix","gooddingii","Goodding's willow","Plantae",176834,501,"Flowers","Open flowers",2019,3,27,86,2458570,1,2019,4,7,97,2458581,5,"-9999",31,208,93,11,24.55,15.55,4.97,12.03,39.47,28.61,16.62,26.52,2019,90,90,1,NA
"568","176834_501_2020",28148,"Hassayampa River Preserve",33.933048,-112.694969,598,"AZ",1163,"Salix","gooddingii","Goodding's willow","Plantae",176834,501,"Flowers","Open flowers",2020,2,29,60,2458909,6,2020,4,5,96,2458945,28,"-9999",30.84,130.68,96.14,59.33,25.61,14.84,5.75,13.46,40.45,29.08,17.92,27.97,2020,96,96,1,NA
"569","176834_501_2021",28148,"Hassayampa River Preserve",33.933048,-112.694969,598,"AZ",1163,"Salix","gooddingii","Goodding's willow","Plantae",176834,501,"Flowers","Open flowers",2021,4,2,92,2459307,6,2021,4,2,92,2459307,16,"-9999",100.7,0.78,70.03,2.72,25.63,17.05,6.05,13.6,38.99,31.89,18.96,28.53,2021,92,92,1,NA
"570","176835_501_2019",28148,"Hassayampa River Preserve",33.933048,-112.694969,598,"AZ",1163,"Salix","gooddingii","Goodding's willow","Plantae",176835,501,"Flowers","Open flowers",2019,3,31,90,2458574,5,2019,4,12,102,2458586,9,"-9999",31,208,93,11,24.55,15.55,4.97,12.03,39.47,28.61,16.62,26.52,2019,90,90,1,NA
"571","176835_501_2020",28148,"Hassayampa River Preserve",33.933048,-112.694969,598,"AZ",1163,"Salix","gooddingii","Goodding's willow","Plantae",176835,501,"Flowers","Open flowers",2020,3,29,89,2458938,35,2020,4,12,103,2458952,14,"-9999",30.84,130.68,96.14,59.33,25.61,14.84,5.75,13.46,40.45,29.08,17.92,27.97,2020,96,96,1,NA
"572","176835_501_2021",28148,"Hassayampa River Preserve",33.933048,-112.694969,598,"AZ",1163,"Salix","gooddingii","Goodding's willow","Plantae",176835,501,"Flowers","Open flowers",2021,4,2,92,2459307,6,2021,4,11,101,2459316,14,"-9999",100.7,0.78,70.03,2.72,25.63,17.05,6.05,13.6,38.99,31.89,18.96,28.53,2021,92,101,10,NA
"573","176836_501_2019",28148,"Hassayampa River Preserve",33.933048,-112.694969,598,"AZ",1163,"Salix","gooddingii","Goodding's willow","Plantae",176836,501,"Flowers","Open flowers",2019,3,30,89,2458573,4,2019,4,12,102,2458586,9,"-9999",31,208,93,11,24.55,15.55,4.97,12.03,39.47,28.61,16.62,26.52,2019,89,89,1,NA
"574","176836_501_2020",28148,"Hassayampa River Preserve",33.933048,-112.694969,598,"AZ",1163,"Salix","gooddingii","Goodding's willow","Plantae",176836,501,"Flowers","Open flowers",2020,2,29,60,2458909,6,2020,4,5,96,2458945,7,"-9999",30.84,130.68,96.14,59.33,25.61,14.84,5.75,13.46,40.45,29.08,17.92,27.97,2020,96,96,1,NA
"575","176836_501_2021",28148,"Hassayampa River Preserve",33.933048,-112.694969,598,"AZ",1163,"Salix","gooddingii","Goodding's willow","Plantae",176836,501,"Flowers","Open flowers",2021,3,4,63,2459278,7,2021,3,4,63,2459278,3,"-9999",100.7,0.78,70.03,2.72,25.63,17.05,6.05,13.6,38.99,31.89,18.96,28.53,2021,63,101,39,1
"576","176836_501_2022",28148,"Hassayampa River Preserve",33.933048,-112.694969,598,"AZ",1163,"Salix","gooddingii","Goodding's willow","Plantae",176836,501,"Flowers","Open flowers",2022,3,3,62,2459642,5,2022,3,3,62,2459642,3,"-9999",136.67,11.34,25.15,6.19,25.5515217391304,16.6543956043956,6.54544444444444,14.0496739130435,38.8059782608696,30.2712087912088,19.0355555555556,29.3278260869565,2022,62,62,1,NA
